,ipc_all,lag_1,lag_2,lag_3,lag_6,lag_9,lag_12,oil_cb,sugar_sc,milk2_cb,watermelon_po,flour_lp,chicken_tj,lard_co,onion2_tj,ycorn_tj,platano_co,oil_su,chicken_co,rice_cb,inflacion,tomato_tj,chicken_tr,papa2_tj,silver,sugar_tj,chicken_cb,squash_co,peas_tj,rice3_po,peas_su,papaya_su,carrot_tj,bean_cb,yuca_lp,set,freq,w_per_m
2017-05-31,1.254277459214781,-0.35499715489614575,0.0029212502959112072,0.05064138459277604,0.24008066267213593,0.04130225577132599,0.6201645599477179,0.24036418692077086,0.5854985703865284,0.8818887767443885,-0.6317389407955585,-0.9169073081442742,-0.8365824366411782,-0.7684713472870909,-0.6786489890461952,0.7529806578406204,0.3646644906646043,-0.48908163218594614,-0.98400053406673,0.22428055702503003,0.6120809616583468,-0.8782063643857323,-1.9349476152743945,1.2100593068676562,-0.8397969958087961,0.7943860516782274,-1.1711709533671288,-0.9231535021741731,0.18248702626287666,-0.026681267628129737,-1.2542566525348235,-0.30987529792796104,0.3277788949835767,0.09180328211905518,-0.7662969407624902,train,month,4
2017-06-11,,-0.9043844827610737,-0.35644880428041975,-0.003131770382361992,0.2921000129957397,0.03262221958898415,0.27415092526559964,0.24036418692077086,0.7135572958351304,0.8818887767443885,-0.6317389407955585,-0.9169073081442741,-1.0802669323869998,-0.7684713472870909,-0.6786489890461952,0.7529806578406204,0.19779772103998972,-0.4890816321859462,-0.98400053406673,0.22428055702503005,0.6120809616583468,-0.29528114924194193,-0.5850374455948962,1.2100593068676562,-0.7380398155620531,0.7725524607880594,-1.2031514156538041,-0.9231535021741731,1.1996872678615222,-0.02668126762812974,-1.2495070824100314,-0.30987529792796104,-0.6700265438266356,-0.40337465499687825,-0.7662969407624901,train,week,4
2017-06-18,,-0.9043844827610737,-0.35644880428041975,-0.003131770382361992,0.2921000129957397,0.03262221958898415,0.27415092526559964,0.24036418692077086,0.8096013399215819,0.8818887767443885,-0.6317389407955585,-0.9169073081442741,-1.012108562148319,-0.7684713472870909,-0.6786489890461952,0.7529806578406204,0.19779772103998972,-0.4890816321859462,-0.98400053406673,0.22428055702503005,0.6120809616583468,-0.11336153511988652,-0.5850374455948962,1.2100593068676562,-0.8437113856133156,0.7725524607880594,-1.0931037489341244,-0.9231535021741731,1.991183439788179,-0.02668126762812974,-0.07161369146169147,-0.30987529792796104,-0.7164009355484195,-0.28502063764457336,-0.6807465743724638,train,week,4
2017-06-25,,-0.9043844827610737,-0.35644880428041975,-0.003131770382361992,0.2921000129957397,0.03262221958898415,0.27415092526559964,0.24036418692077086,0.8096013399215819,0.8818887767443885,-0.6317389407955585,-0.9275098075829727,-0.9666696486558654,-0.7684713472870909,-0.6786489890461952,0.7529806578406204,0.05208307714243878,-0.4890816321859462,-0.98400053406673,0.22428055702503005,0.6120809616583468,0.18983782175020578,-0.5850374455948962,1.2100593068676562,-0.8760870424736467,0.7725524607880594,-0.8884537020519134,-0.9231535021741731,1.8012243585257812,-0.02668126762812974,-0.012719021914274467,-0.30987529792796104,-0.8098976930520163,-0.5217286723491831,-0.5951962079824374,train,week,4
2017-06-30,1.837946626915321,-0.9043844827610737,-0.35644880428041975,-0.003131770382361992,0.2921000129957397,0.03262221958898415,0.27415092526559964,0.24036418692077086,0.7498406013788999,0.8818887767443885,-0.6317389407955585,-0.9193812246799707,-1.0378572797940404,-0.7684713472870909,-0.6786489890461952,0.7529806578406204,0.17108336965877183,-0.48908163218594614,-0.98400053406673,0.2153224435188292,0.6120809616583468,-0.27708918782973635,-0.6106320726652705,1.2100593068676546,-0.8129677742683611,0.7906015625905971,-1.0488272608036324,-0.9231535021741731,1.451910714648816,-0.026681267628129737,-0.4648992069949988,-0.30987529792796104,-0.7603236345178871,-0.43414669950847756,-0.6664881799741262,train,month,4
2017-07-16,,-0.6489214872393525,-0.9017714513495211,-0.35252790771891634,0.15893446632509461,0.04710560867580236,0.035369441544881475,0.24036418692077086,0.5854985703865284,0.8549840619493032,-0.6317389407955585,-0.9169073081442741,-1.8754479185049437,-0.7684713472870909,-0.6786489890461952,0.7529806578406204,-0.0025599143191428237,-0.4890816321859462,-0.98400053406673,-0.04446284816100917,0.17680739362029305,-0.7197602488600712,-0.9689568516505335,1.2100593068676562,-0.9947805919418015,0.9079207243071,-1.5661156497467807,-0.9231535021741731,0.21823201467246786,-0.02668126762812974,0.6351223431073125,-0.30987529792796104,-0.8575187082071817,-0.1666666202922685,-0.5953673087152175,validation,week,4
2017-07-23,,-0.6489214872393525,-0.9017714513495211,-0.35252790771891634,0.15893446632509461,0.04710560867580236,0.035369441544881475,0.24036418692077086,0.5854985703865284,0.850499942816789,-0.6317389407955585,-0.9169073081442741,-1.8754479185049437,-0.7684713472870909,-0.6786489890461952,0.7529806578406204,-0.0025599143191428237,-0.4890816321859462,-0.98400053406673,-0.23642242329389432,-0.05757068147712049,0.7962365354903904,-0.9689568516505335,1.2100593068676562,-0.9132618218878454,0.9079207243071,-1.2736205355707912,-0.9231535021741731,0.8830887990908595,-0.02668126762812974,0.7529116822021464,-0.30987529792796104,-0.6393596073654562,0.3540910560578729,-0.542326081553401,validation,week,4
2017-07-30,,-0.6489214872393525,-0.9017714513495211,-0.35252790771891634,0.15893446632509461,0.04710560867580236,0.035369441544881475,0.24036418692077086,0.5854985703865284,0.850499942816789,-0.6317389407955585,-0.9169073081442741,-1.1938642161181345,-0.7684713472870909,-0.6786489890461952,0.7529806578406204,-0.0025599143191428237,-0.4890816321859462,-0.98400053406673,-0.3132062533470484,-0.29194875657453406,2.4941529339629076,-1.4077218871426902,1.2100593068676562,-0.869809377556714,0.9079207243071,-0.4154418012392572,-0.9231535021741731,2.576890607013905,-0.02668126762812974,2.5590148816562674,-0.30987529792796104,-0.6081940215309238,0.6736469029090959,-0.542326081553401,validation,week,4
2017-07-31,2.56868672101902,-0.6489214872393525,-0.9017714513495211,-0.35252790771891634,0.15893446632509461,0.04710560867580236,0.035369441544881475,0.24036418692077086,0.5854985703865284,0.8606253731160144,-0.6317389407955585,-0.9169073081442742,-1.6189379229830263,-0.7684713472870909,-0.6786489890461952,0.7529806578406204,-0.001384796223194765,-0.48908163218594614,-0.98400053406673,-0.15716169549708997,-0.42587908520162754,0.3815380602874254,-1.0928018213459008,1.2100593068676562,-0.9375094571229932,0.9079207243071,-1.1432697905542155,-0.9231535021741731,1.1154312237532005,-0.026681267628129737,1.0131881250407315,-0.30987529792796104,-0.798203560973717,0.06775069149584494,-0.5662029128439339,validation,month,4
2017-08-13,,-0.32908781481324156,-0.6481985167725561,-0.8827157296082868,0.07180818906776394,0.19983592189182625,0.004554523050311778,0.24036418692077086,0.3613958008514751,0.850499942816789,-0.6317389407955585,-0.9169073081442741,-0.7962737230591628,-0.7684713472870909,-0.6786489890461952,-0.36609339051654693,-0.11184589724230605,-0.4890816321859462,-0.98400053406673,-0.3132062533470484,-0.3530397836675942,0.06855807900216884,-1.5174131460157294,1.2100593068676562,-0.8257134480110925,0.9079207243071,-0.07854148821146721,-0.9231535021741731,1.3738164256853866,-0.32611895043303557,1.538173942834373,-0.30987529792796104,-0.6081940215309238,1.608643639992304,-0.5207673892231144,train,week,4
2017-08-20,,-0.32908781481324156,-0.6481985167725561,-0.8827157296082868,0.07180818906776394,0.19983592189182625,0.004554523050311778,0.24036418692077086,0.4574398449379265,0.850499942816789,-0.6317389407955585,-0.9169073081442741,-0.5122805137313257,-0.7684713472870909,-0.6786489890461952,-0.9909097341826322,-0.0025599143191428237,-0.4890816321859462,-0.98400053406673,-0.27481433832047136,-0.3066875008732094,1.3419953778565563,-0.9689568516505335,1.2100593068676562,-0.8084793420947715,0.9079207243071,-0.15480259058738555,-0.9231535021741731,1.0255581100376578,-0.32611895043303557,0.3602805518860332,-0.30987529792796104,-0.29653816318560144,1.1825691775240068,-0.542326081553401,train,week,4
2017-08-27,,-0.32908781481324156,-0.6481985167725561,-0.8827157296082868,0.07180818906776394,0.19983592189182625,0.004554523050311778,0.24036418692077086,0.5854985703865284,0.850499942816789,-0.6317389407955585,-0.9169073081442741,-0.0010927369412189727,-0.7684713472870909,-0.6786489890461952,-1.0748402878094196,-0.057202905780724435,-0.4890816321859462,-0.98400053406673,-0.3132062533470484,-0.26033521807882465,2.312233319840852,-0.8592655927774943,1.2100593068676562,-0.7865762842977428,0.9079207243071,-0.5332121112375102,-0.9231535021741731,0.9938982631605915,-0.32611895043303557,-0.62129727390425,-0.30987529792796104,-0.1718758198474725,1.241746186200159,-0.6064888563459208,train,week,4
2017-08-31,3.24886869841472,-0.32908781481324156,-0.6481985167725561,-0.8827157296082868,0.07180818906776394,0.19983592189182625,0.004554523050311777,0.24036418692077086,0.41922877363471617,0.850499942816789,-0.6317389407955585,-0.9169073081442742,-0.4902939426865897,-0.7684713472870909,-0.6786489890461952,-0.554711516409005,-0.05073975625301046,-0.48908163218594614,-0.98400053406673,-0.30453711124427313,-0.20736118059952766,1.5317394915107425,-1.2538002819498772,1.2100593068676562,-0.8136313436372306,0.8991872879510332,-0.3515742957378243,-0.9231535021741731,1.1940701982543007,-0.316459670342555,0.6674194199558959,-0.30987529792796104,-0.38299753033946493,1.2142575112022043,-0.5712641829071362,train,month,4
2017-09-10,,-0.03138265055048931,-0.33073115627289845,-0.6361804305591333,0.019772372743845613,0.251658539997194,-0.00402943509378995,0.24036418692077086,0.13729303131642165,0.850499942816789,-0.6317389407955585,-0.9169073081442741,-0.05789137880678639,-0.7684713472870909,-0.6786489890461952,-1.2053989267844225,-0.257560541139857,-0.4890816321859462,-0.98400053406673,-0.04446284816100917,-0.20736118059952766,2.494152933962907,-1.7367956637618078,1.2100593068676562,-0.6434008240737256,0.13438778991258235,-0.9714721172965842,-0.9231535021741731,0.21823201467246786,-0.32611895043303557,-0.48387637829361047,-0.30987529792796104,-0.17187581984747244,1.5494666313161518,-0.616583799579944,train,week,4
2017-09-17,,-0.03138265055048931,-0.33073115627289845,-0.6361804305591333,0.019772372743845613,0.251658539997194,-0.00402943509378995,0.24036418692077086,0.13729303131642165,0.850499942816789,0.6709262599073196,-0.9169073081442741,-0.28508594626905603,-0.7684713472870909,-0.6786489890461952,-1.2053989267844225,-0.33041786308863247,-0.4890816321859462,-0.98400053406673,-0.04446284816100917,-0.20736118059952766,2.7973522908329995,-1.7367956637618078,1.2100593068676562,-0.6899896448128865,0.13438778991258235,-1.0120159945090978,-0.9231535021741731,0.07576270372566964,-0.32611895043303557,-0.5624026043568331,-0.30987529792796104,-0.17187581984747244,0.7683301167909399,-0.4566046144305945,train,week,4
2017-09-24,,-0.03138265055048931,-0.33073115627289845,-0.6361804305591333,0.019772372743845613,0.251658539997194,-0.00402943509378995,0.24036418692077086,0.13729303131642165,0.850499942816789,0.6709262599073196,-0.9169073081442741,-0.0010927369412189727,-0.7684713472870909,-0.6786489890461952,-1.2613526292022808,-0.5854184899093466,-0.4890816321859462,-0.98400053406673,-0.04446284816100917,-0.20736118059952766,2.6760725480849628,-1.7367956637618078,1.2100593068676562,-0.7794365456774287,0.16339527495237677,-0.9753334389358717,-0.9231535021741731,-0.3041554587991256,-0.32611895043303557,-0.28756081313555376,-0.30987529792796104,-0.17187581984747244,0.5434574838215606,-0.39261294037085476,train,week,4
2017-09-30,3.61178196083487,-0.03138265055048931,-0.3307311562728985,-0.6361804305591333,0.019772372743845613,0.251658539997194,-0.00402943509378995,0.24036418692077086,0.13729303131642165,0.850499942816789,0.15854461429751998,-0.9169073081442742,-0.04653165043367233,-0.7684713472870909,-0.6786489890461952,-1.277206178220674,-0.4026680406878347,-0.48908163218594614,-0.98400053406673,-0.07133718867961308,-0.20736118059952766,2.9913998792298586,-1.7367956637618078,1.2100593068676546,-0.7267750583644754,0.17918823902959688,-0.9654870687556895,-0.9231535021741731,-0.07725988951348389,-0.32611895043303557,-0.41451154527109696,-0.30987529792796104,-0.09915611956689735,0.9687429195075093,-0.5021630362121635,train,month,4
2017-10-15,,0.12745888890869048,-0.03522858461216333,-0.32752402450498963,-0.31833524313135275,0.11899661271483727,0.010293639498791392,0.24036418692077086,0.025241646548894946,0.850499942816789,-0.1758061205495512,-0.9169073081442741,0.11250454678991585,-0.7684713472870909,-0.6786489890461952,-1.5317955242219294,-0.5854184899093466,-0.4890816321859462,-0.98400053406673,-0.04446284816100917,-0.22955440528567841,2.4941529339629076,-1.7367956637618078,1.2100593068676562,-0.765186541042044,0.09571114319285648,-1.3180257344225912,-0.9231535021741731,0.2498918615495341,-0.32611895043303557,0.4584383344650615,-0.30987529792796104,-0.29653816318560144,0.9576965445546276,-0.39261294037085476,train,week,4
2017-10-22,,0.12745888890869048,-0.03522858461216333,-0.32752402450498963,-0.31833524313135275,0.11899661271483727,0.010293639498791392,0.24036418692077086,0.025241646548894946,0.850499942816789,-0.1758061205495512,-0.9169073081442741,0.11250454678991585,-0.7684713472870909,-0.6786489890461952,-1.5317955242219294,-0.5854184899093466,-0.4890816321859462,-0.98400053406673,-0.04446284816100917,-0.24150460319360575,-0.08304159943287732,-1.7367956637618078,1.2100593068676562,-0.7893196926358547,0.03769617311326765,-1.1703301817198644,-0.9231535021741731,0.2498918615495341,-0.32611895043303557,0.1835965432437822,-0.30987529792796104,-0.17187581984747244,0.6144698942329435,-0.542326081553401,train,week,4
