,ipc_all,lag_1,lag_2,lag_3,sugar_tj,sugar_bol,chicken_tj,sugar_po,sugar_cb,sugar_lp,sugar_or,oil2_bol,sugar_sc,lag_6,lard_co,oil2_tj,rice4_su,squash_co,watermelon_po,oil2_or,peas_co,onion2_tj,oil2_su,oil_su,sugar_su,apple_tr,chicken_sc,lard_or,oil2_po,oil_bol,oil_po,oil2_sc,redpepper_co,silver,rice4_lp,rice4_tj,platano_co,oil_sc,chicken_co,pineapple_co,ycorn_tj,freq
2010-01-01,,0.2637895354827169,0.4574977374887323,0.7849314339611446,165.0,169.0,13.0,170.0,165.0,169.0,160.0,8.0,145.0,1.4472991679652214,290.0,8.0,312.5,65.0,150.0,11.2,184.0,35.0,10.0,13.0,270.0,150.0,9.3,248.0,7.0,9.1,8.9,7.5,402.5,18.235,244.57,250.0,75.0,9.1,12.0,600.0,67.0,day
2010-01-02,,0.2637895354827169,0.4574977374887323,0.7849314339611446,165.0,169.0,13.0,180.0,165.0,169.0,160.0,8.0,145.0,1.4472991679652214,290.0,8.0,312.5,65.0,150.0,11.2,184.0,35.0,10.0,13.0,270.0,150.0,9.7,248.0,7.0,9.1,8.9,7.5,402.5,18.308333333333334,244.57,250.0,75.0,9.5,12.0,600.0,67.0,day
2010-01-03,,0.2637895354827169,0.4574977374887323,0.7849314339611446,165.0,169.0,13.0,180.0,165.0,169.0,160.0,8.0,145.0,1.4472991679652214,290.0,8.0,312.5,65.0,150.0,11.2,184.0,35.0,10.0,13.0,270.0,150.0,9.7,248.0,7.0,9.1,8.9,7.5,402.5,18.381666666666664,244.57,250.0,75.0,9.5,12.0,600.0,67.0,day
2010-01-04,,0.2637895354827169,0.4574977374887323,0.7849314339611446,165.0,170.0,13.0,180.0,170.0,168.0,160.0,8.0,145.0,1.4472991679652214,290.0,8.0,312.5,65.0,150.0,11.2,184.0,35.0,10.0,13.0,270.0,150.0,9.7,248.0,7.0,8.9,8.9,7.5,402.5,18.455,244.57,250.0,75.0,9.5,12.0,600.0,67.0,day
2010-01-05,,0.2637895354827169,0.4574977374887323,0.7849314339611446,165.0,175.0,13.0,180.0,175.0,168.0,160.0,8.0,145.0,1.4472991679652214,290.0,8.0,312.5,65.0,150.0,11.2,184.0,35.0,10.0,13.0,270.0,150.0,9.7,248.0,7.0,8.8,8.9,7.5,402.5,18.415,250.0,250.0,75.0,9.5,12.0,600.0,67.0,day
2010-01-06,,0.2637895354827169,0.4574977374887323,0.7849314339611446,165.0,170.0,13.0,180.0,170.0,168.0,165.0,8.0,145.0,1.4472991679652214,290.0,8.0,312.5,65.0,150.0,11.2,184.0,35.0,10.0,13.0,270.0,150.0,9.7,248.0,7.0,8.8,8.9,7.5,402.5,17.735,250.0,250.0,75.0,8.12,12.0,600.0,67.0,day
2010-01-07,,0.2637895354827169,0.4574977374887323,0.7849314339611446,165.0,168.0,13.0,180.0,165.0,168.0,165.0,8.0,145.0,1.4472991679652214,290.0,8.0,312.5,65.0,150.0,11.2,184.0,35.0,10.0,13.0,270.0,150.0,9.7,248.0,7.0,8.8,8.9,7.5,402.5,17.745,250.0,250.0,75.0,8.12,12.0,600.0,67.0,day
2010-01-08,,0.2637895354827169,0.4574977374887323,0.7849314339611446,165.0,168.0,13.0,180.0,165.0,168.0,165.0,8.0,145.0,1.4472991679652214,290.0,8.0,312.5,65.0,150.0,11.2,184.0,35.0,10.0,13.0,270.0,150.0,8.7,248.0,7.0,8.8,8.9,7.5,402.5,17.845,250.0,250.0,75.0,8.12,12.0,600.0,67.0,day
2010-01-09,,0.2637895354827169,0.4574977374887323,0.7849314339611446,165.0,170.0,13.0,170.0,165.0,168.0,170.0,8.0,145.0,1.4472991679652214,290.0,8.0,312.5,65.0,150.0,11.2,184.0,35.0,10.0,13.0,270.0,150.0,8.7,248.0,7.0,8.8,9.17,7.5,402.5,17.92833333333333,244.57,250.0,75.0,8.12,12.0,600.0,67.0,day
2010-01-10,,0.2637895354827169,0.4574977374887323,0.7849314339611446,165.0,170.0,13.0,170.0,165.0,168.0,170.0,8.0,145.0,1.4472991679652214,290.0,8.0,312.5,65.0,150.0,11.2,184.0,35.0,10.0,13.0,270.0,150.0,8.7,248.0,7.0,8.8,9.17,7.5,402.5,18.011666666666667,244.57,250.0,75.0,8.12,12.0,600.0,67.0,day
2010-01-11,,0.2637895354827169,0.4574977374887323,0.7849314339611446,165.0,170.0,13.0,170.0,165.0,168.0,170.0,8.0,145.0,1.4472991679652214,290.0,8.0,312.5,65.0,150.0,11.2,184.0,35.0,10.0,13.0,270.0,150.0,8.7,248.0,7.0,8.8,9.17,7.5,402.5,18.095,244.57,250.0,75.0,8.12,12.0,600.0,67.0,day
2010-01-12,,0.2637895354827169,0.4574977374887323,0.7849314339611446,165.0,170.0,13.0,170.0,165.0,168.0,170.0,8.0,145.0,1.4472991679652214,290.0,8.0,312.5,65.0,150.0,11.2,184.0,35.0,10.0,13.0,270.0,150.0,8.7,248.0,7.0,8.8,9.17,7.5,402.5,17.985,244.57,250.0,75.0,8.12,12.0,600.0,67.0,day
2010-01-13,,0.2637895354827169,0.4574977374887323,0.7849314339611446,165.0,170.0,13.0,170.0,165.0,168.0,170.0,8.0,145.0,1.4472991679652214,290.0,8.0,312.5,65.0,150.0,11.2,184.0,35.0,10.0,13.0,270.0,150.0,8.7,248.0,7.0,8.8,9.17,7.5,402.5,18.33,244.57,250.0,75.0,8.12,12.0,600.0,67.0,day
2010-01-14,,0.2637895354827169,0.4574977374887323,0.7849314339611446,165.0,170.0,13.0,170.0,165.0,168.0,170.0,8.0,155.0,1.4472991679652214,290.0,8.0,312.5,65.0,150.0,11.2,184.0,35.0,10.0,13.0,270.0,150.0,8.7,248.0,7.0,8.8,9.17,7.5,402.5,18.295,244.57,250.0,75.0,8.12,12.0,600.0,67.0,day
2010-01-15,,0.2637895354827169,0.4574977374887323,0.7849314339611446,165.0,170.0,13.0,170.0,168.0,168.0,170.0,8.0,155.0,1.4472991679652214,290.0,8.0,312.5,65.0,150.0,11.2,184.0,35.0,10.0,13.0,270.0,150.0,8.7,248.0,7.0,8.8,9.17,7.5,402.5,18.175,250.0,250.0,75.0,8.12,12.0,600.0,67.0,day
2010-01-16,,0.2637895354827169,0.4574977374887323,0.7849314339611446,165.0,170.0,13.0,170.0,168.0,172.0,170.0,8.0,155.0,1.4472991679652214,290.0,8.0,312.5,65.0,150.0,11.2,184.0,35.0,10.0,13.0,270.0,150.0,8.7,248.0,7.0,8.8,9.17,7.5,402.5,18.145,244.57,250.0,75.0,8.12,12.0,600.0,67.0,day
2010-01-17,,0.2637895354827169,0.4574977374887323,0.7849314339611446,165.0,170.0,13.0,170.0,168.0,172.0,170.0,8.0,155.0,1.4472991679652214,290.0,8.0,312.5,65.0,150.0,11.2,184.0,35.0,10.0,13.0,270.0,150.0,8.7,248.0,7.0,8.8,9.17,7.5,402.5,18.115,244.57,250.0,75.0,8.12,12.0,600.0,67.0,day
2010-01-18,,0.2637895354827169,0.4574977374887323,0.7849314339611446,165.0,170.0,13.0,170.0,170.0,173.0,170.0,8.0,155.0,1.4472991679652214,290.0,8.0,312.5,65.0,150.0,11.2,184.0,35.0,10.0,13.0,270.0,150.0,8.9,248.0,7.0,8.8,9.17,7.5,402.5,18.085,244.57,250.0,75.0,8.12,12.0,600.0,67.0,day
2010-01-19,,0.2637895354827169,0.4574977374887323,0.7849314339611446,165.0,170.0,13.0,170.0,170.0,168.0,180.0,8.0,165.0,1.4472991679652214,290.0,8.0,312.5,65.0,150.0,11.2,184.0,35.0,10.0,13.0,270.0,150.0,9.7,248.0,7.0,8.8,9.17,7.5,402.5,18.475,244.57,250.0,75.0,8.12,12.0,600.0,67.0,day
2010-01-20,,0.2637895354827169,0.4574977374887323,0.7849314339611446,165.0,175.0,13.0,170.0,170.0,175.0,180.0,8.0,165.0,1.4472991679652214,290.0,8.0,312.5,65.0,150.0,11.2,184.0,35.0,10.0,13.0,270.0,150.0,9.7,248.0,7.0,8.8,9.17,7.5,402.5,18.64,244.57,250.0,75.0,8.12,12.0,600.0,70.0,day
2010-01-21,,0.2637895354827169,0.4574977374887323,0.7849314339611446,165.0,175.0,12.5,170.0,170.0,175.0,180.0,8.0,165.0,1.4472991679652214,290.0,8.0,312.5,65.0,150.0,11.2,184.0,35.0,10.0,13.0,270.0,150.0,9.7,248.0,7.0,8.8,9.17,7.5,402.5,18.150454545454544,244.57,250.0,75.0,8.12,12.0,600.0,70.0,day
2010-01-22,,0.2637895354827169,0.4574977374887323,0.7849314339611446,165.0,178.0,12.5,170.0,170.0,178.0,180.0,8.0,165.0,1.4472991679652214,290.0,8.0,312.5,65.0,150.0,11.2,184.0,35.0,10.0,13.0,270.0,150.0,9.7,248.0,7.0,8.8,9.17,7.5,402.5,18.795,244.57,250.0,75.0,8.12,12.0,600.0,70.0,day
2010-01-23,,0.2637895354827169,0.4574977374887323,0.7849314339611446,165.0,179.0,12.5,175.0,170.0,179.0,180.0,8.0,165.0,1.4472991679652214,290.0,8.0,312.5,65.0,150.0,11.2,184.0,35.0,10.0,13.0,270.0,150.0,9.7,248.0,7.0,8.8,9.17,7.5,402.5,18.48333333333333,244.57,250.0,75.0,8.12,12.0,600.0,70.0,day
2010-01-24,,0.2637895354827169,0.4574977374887323,0.7849314339611446,165.0,179.0,12.5,175.0,170.0,179.0,180.0,8.0,165.0,1.4472991679652214,290.0,8.0,312.5,65.0,150.0,11.2,184.0,35.0,10.0,13.0,270.0,150.0,9.7,248.0,7.0,8.8,9.17,7.5,402.5,18.171666666666667,244.57,250.0,75.0,8.12,12.0,600.0,70.0,day
2010-01-25,,0.2637895354827169,0.4574977374887323,0.7849314339611446,165.0,180.0,12.5,175.0,175.0,180.0,180.0,8.0,165.0,1.4472991679652214,290.0,8.0,312.5,65.0,150.0,11.2,184.0,35.0,10.0,13.0,270.0,150.0,9.7,248.0,7.0,8.8,9.17,7.5,402.5,17.86,244.57,250.0,75.0,8.12,12.0,600.0,65.0,day
2010-01-26,,0.2637895354827169,0.4574977374887323,0.7849314339611446,165.0,180.0,12.5,175.0,175.0,180.0,180.0,8.0,165.0,1.4472991679652214,290.0,8.0,312.5,65.0,150.0,11.2,184.0,35.0,10.0,13.0,270.0,150.0,9.7,248.0,7.0,8.8,9.17,7.5,402.5,17.475,239.13,250.0,75.0,8.12,12.0,600.0,65.0,day
2010-01-27,,0.2637895354827169,0.4574977374887323,0.7849314339611446,165.0,180.0,12.5,175.0,175.0,180.0,180.0,8.0,165.0,1.4472991679652214,290.0,8.0,312.5,65.0,150.0,11.2,184.0,35.0,10.0,13.0,270.0,150.0,9.9,248.0,7.0,8.8,9.17,7.5,402.5,17.7,244.57,250.0,75.0,8.12,12.0,600.0,65.0,day
2010-01-28,,0.2637895354827169,0.4574977374887323,0.7849314339611446,165.0,180.0,12.5,175.0,175.0,180.0,180.0,8.0,165.0,1.4472991679652214,290.0,8.0,312.5,65.0,150.0,11.2,184.0,35.0,10.0,13.0,270.0,150.0,9.9,248.0,7.0,8.8,9.17,7.5,402.5,18.36,244.57,250.0,75.0,8.12,12.0,600.0,65.0,day
2010-01-29,,0.2637895354827169,0.4574977374887323,0.7849314339611446,165.0,178.0,12.5,175.0,175.0,178.0,180.0,8.0,165.0,1.4472991679652214,290.0,8.0,312.5,65.0,150.0,11.2,184.0,35.0,10.0,13.0,270.0,150.0,10.12,248.0,7.0,8.8,9.17,7.5,402.5,18.52,244.57,250.0,75.0,8.12,12.0,600.0,65.0,day
2010-01-30,,0.2637895354827169,0.4574977374887323,0.7849314339611446,165.0,180.0,12.5,180.0,175.0,179.0,188.0,8.0,165.0,1.4472991679652214,290.0,8.0,312.5,65.0,150.0,11.2,184.0,35.0,10.0,13.0,270.0,150.0,11.7,248.0,7.0,8.8,9.08,7.5,402.5,18.781666666666663,244.57,255.43,75.0,8.12,12.0,600.0,65.0,day
2010-01-31,0.0744717144483875,0.2637895354827169,0.4574977374887323,0.7849314339611446,165.0,173.29032258064515,12.82258064516129,174.03225806451613,169.32258064516128,172.5806451612903,172.61290322580646,8.0,155.0,1.4472991679652214,290.0,8.0,312.5,65.0,150.0,11.2,184.0,35.0,10.0,13.0,270.0,150.0,9.494193548387097,248.0,7.0,8.832258064516129,9.09451612903226,7.5,402.5,18.21743401759531,245.2703225806452,250.3503225806452,75.0,8.329677419354837,12.0,600.0,67.03225806451613,month
2010-01-31,,0.0744717144483875,0.2637895354827169,0.4574977374887323,165.0,180.0,12.5,180.0,175.0,179.0,188.0,8.0,165.0,1.417620114078888,290.0,8.0,312.5,65.0,150.0,11.2,184.0,35.0,10.0,13.0,270.0,150.0,11.7,248.0,7.0,8.8,9.08,7.5,402.5,19.043333333333333,244.57,255.43,75.0,8.12,12.0,600.0,65.0,day
2010-02-01,,0.0744717144483875,0.2637895354827169,0.4574977374887323,165.0,180.0,12.5,180.0,175.0,179.0,188.0,8.0,165.0,1.417620114078888,290.0,8.0,312.5,65.0,150.0,11.2,184.0,35.0,10.0,13.0,270.0,150.0,10.12,248.0,7.0,8.8,9.08,7.5,402.5,19.305,244.57,255.43,75.0,8.12,12.0,600.0,65.0,day
2010-02-02,,0.0744717144483875,0.2637895354827169,0.4574977374887323,160.0,180.0,12.5,180.0,175.0,180.0,188.0,8.0,165.0,1.417620114078888,290.0,8.0,312.5,65.0,150.0,11.2,184.0,35.0,10.0,13.0,270.0,150.0,10.12,248.0,7.0,8.8,9.08,7.5,402.5,19.5363,244.57,255.43,75.0,8.12,12.0,600.0,65.0,day
2010-02-03,,0.0744717144483875,0.2637895354827169,0.4574977374887323,165.0,180.0,12.5,180.0,175.0,178.0,188.0,8.0,165.0,1.417620114078888,290.0,8.0,312.5,65.0,150.0,11.2,184.0,35.0,10.0,13.0,270.0,150.0,10.12,248.0,7.0,8.8,9.08,7.5,402.5,19.425,244.57,255.43,75.0,8.12,12.0,600.0,65.0,day
2010-02-04,,0.0744717144483875,0.2637895354827169,0.4574977374887323,165.0,180.0,12.5,180.0,170.0,180.0,188.0,8.0,165.0,1.417620114078888,290.0,8.0,312.5,65.0,150.0,11.2,184.0,35.0,10.0,13.0,270.0,150.0,10.12,248.0,7.0,8.8,9.08,7.5,402.5,19.34,244.57,229.89,75.0,8.12,12.0,600.0,65.0,day
2010-02-05,,0.0744717144483875,0.2637895354827169,0.4574977374887323,165.0,182.0,12.5,180.0,180.0,182.0,188.0,8.0,165.0,1.417620114078888,290.0,8.0,312.5,65.0,150.0,11.2,184.0,35.0,10.0,13.0,270.0,150.0,10.12,248.0,7.0,8.8,9.08,7.5,402.5,18.905,239.13,229.89,75.0,8.12,12.0,600.0,65.0,day
2010-02-06,,0.0744717144483875,0.2637895354827169,0.4574977374887323,165.0,181.0,12.5,185.0,180.0,181.0,180.0,8.0,165.0,1.417620114078888,290.0,8.0,312.5,65.0,150.0,11.2,184.0,35.0,10.0,13.0,270.0,150.0,10.12,248.0,7.0,8.8,9.08,7.5,402.5,18.953333333333333,244.57,229.89,75.0,8.12,12.0,600.0,65.0,day
2010-02-07,,0.0744717144483875,0.2637895354827169,0.4574977374887323,165.0,181.0,12.5,185.0,180.0,181.0,180.0,8.0,165.0,1.417620114078888,290.0,8.0,312.5,65.0,150.0,11.2,184.0,35.0,10.0,13.0,270.0,150.0,10.12,248.0,7.0,8.8,9.08,7.5,402.5,19.00166666666667,244.57,229.89,75.0,8.12,12.0,600.0,65.0,day
2010-02-08,,0.0744717144483875,0.2637895354827169,0.4574977374887323,165.0,180.0,12.5,185.0,180.0,180.0,180.0,8.0,165.0,1.417620114078888,290.0,8.0,312.5,65.0,150.0,11.2,184.0,35.0,10.0,13.0,270.0,150.0,10.12,248.0,7.0,8.8,9.08,7.5,402.5,19.05,244.57,229.89,75.0,8.12,12.0,600.0,65.0,day
2010-02-09,,0.0744717144483875,0.2637895354827169,0.4574977374887323,165.0,180.0,12.5,185.0,180.0,178.0,180.0,8.0,165.0,1.417620114078888,290.0,8.0,312.5,65.0,150.0,11.2,184.0,35.0,10.0,13.0,270.0,150.0,10.12,248.0,7.0,8.8,9.08,7.5,402.5,18.225,239.13,250.0,75.0,8.12,12.0,600.0,65.0,day
2010-02-10,,0.0744717144483875,0.2637895354827169,0.4574977374887323,170.0,182.0,12.5,185.0,180.0,182.0,180.0,8.0,165.0,1.417620114078888,290.0,8.0,312.5,65.0,150.0,11.2,184.0,35.0,10.0,13.0,270.0,150.0,11.7,248.0,7.0,8.8,9.08,7.5,402.5,17.655,244.57,250.0,75.0,8.12,12.0,600.0,65.0,day
2010-02-11,,0.0744717144483875,0.2637895354827169,0.4574977374887323,170.0,182.0,12.5,185.0,180.0,182.0,180.0,8.0,165.0,1.417620114078888,290.0,8.0,312.5,65.0,150.0,11.2,184.0,35.0,10.0,13.0,270.0,150.0,11.7,248.0,7.0,8.8,9.08,7.5,402.5,17.655,244.57,250.0,75.0,8.12,12.0,600.0,65.0,day
2010-02-12,,0.0744717144483875,0.2637895354827169,0.4574977374887323,170.0,182.0,12.5,185.0,180.0,182.0,180.0,8.0,165.0,1.417620114078888,290.0,8.0,312.5,65.0,150.0,11.2,184.0,35.0,10.0,13.0,270.0,150.0,11.12,248.0,7.0,8.8,9.08,7.5,402.5,17.905,244.57,250.0,75.0,8.12,12.0,600.0,65.0,day
2010-02-13,,0.0744717144483875,0.2637895354827169,0.4574977374887323,160.0,185.0,12.5,185.0,183.0,183.0,190.0,8.0,165.0,1.417620114078888,290.0,8.0,312.5,65.0,150.0,11.2,184.0,35.0,10.0,13.0,270.0,150.0,11.12,248.0,7.0,8.8,9.08,7.5,402.5,17.918333333333333,244.57,250.0,75.0,8.12,12.0,600.0,65.0,day
2010-02-14,,0.0744717144483875,0.2637895354827169,0.4574977374887323,160.0,185.0,12.5,185.0,183.0,183.0,190.0,8.0,165.0,1.417620114078888,290.0,8.0,312.5,65.0,150.0,11.2,184.0,35.0,10.0,13.0,270.0,150.0,11.12,248.0,7.0,8.8,9.08,7.5,402.5,17.93166666666667,244.57,250.0,75.0,8.12,12.0,600.0,65.0,day
2010-02-15,,0.0744717144483875,0.2637895354827169,0.4574977374887323,150.0,185.0,12.5,185.0,183.0,185.0,190.0,8.0,165.0,1.417620114078888,290.0,8.0,312.5,65.0,150.0,11.2,184.0,35.0,10.0,13.0,270.0,150.0,11.12,248.0,7.0,8.8,9.08,7.5,402.5,17.945,244.57,250.0,75.0,8.12,12.0,600.0,70.0,day
2010-02-16,,0.0744717144483875,0.2637895354827169,0.4574977374887323,150.0,185.0,12.5,185.0,183.0,185.0,190.0,8.0,165.0,1.417620114078888,290.0,8.0,312.5,65.0,150.0,11.2,184.0,35.0,10.0,13.0,270.0,150.0,11.9,248.0,7.0,8.8,9.08,7.5,402.5,18.065,244.57,250.0,75.0,8.12,12.0,600.0,70.0,day
2010-02-17,,0.0744717144483875,0.2637895354827169,0.4574977374887323,150.0,185.0,13.0,185.0,184.0,184.0,190.0,8.0,165.0,1.417620114078888,290.0,8.0,312.5,65.0,150.0,11.2,184.0,35.0,10.0,13.0,270.0,150.0,11.9,248.0,7.0,8.8,9.08,7.5,402.5,18.515,244.57,250.0,75.0,8.12,12.0,600.0,70.0,day
2010-02-18,,0.0744717144483875,0.2637895354827169,0.4574977374887323,150.0,185.0,13.0,185.0,184.0,184.0,190.0,8.0,165.0,1.417620114078888,290.0,8.0,312.5,65.0,150.0,11.2,184.0,35.0,10.0,13.0,270.0,150.0,11.9,248.0,7.0,8.8,9.08,7.5,402.5,18.39,244.57,250.0,75.0,8.12,12.0,600.0,70.0,day
2010-02-19,,0.0744717144483875,0.2637895354827169,0.4574977374887323,150.0,185.0,13.0,185.0,184.0,185.0,190.0,8.0,165.0,1.417620114078888,290.0,8.0,312.5,65.0,150.0,11.2,184.0,35.0,10.0,13.0,270.0,150.0,11.9,248.0,7.0,8.8,9.08,7.5,402.5,18.5625,244.57,250.0,75.0,8.12,12.0,600.0,70.0,day
2010-02-20,,0.0744717144483875,0.2637895354827169,0.4574977374887323,150.0,185.0,13.0,185.0,184.0,180.0,188.0,8.0,165.0,1.417620114078888,290.0,8.0,312.5,65.0,150.0,11.2,184.0,35.0,10.0,13.0,270.0,150.0,11.9,248.0,7.0,8.8,9.08,7.5,402.5,18.520853968253967,247.83,250.0,75.0,8.12,12.0,600.0,70.0,day
2010-02-21,,0.0744717144483875,0.2637895354827169,0.4574977374887323,150.0,185.0,13.0,185.0,184.0,180.0,188.0,8.0,165.0,1.417620114078888,290.0,8.0,312.5,65.0,150.0,11.2,184.0,35.0,10.0,13.0,270.0,150.0,11.9,248.0,7.0,8.8,9.08,7.5,402.5,18.479207936507933,247.83,250.0,75.0,8.12,12.0,600.0,70.0,day
2010-02-22,,0.0744717144483875,0.2637895354827169,0.4574977374887323,150.0,185.0,13.0,185.0,184.0,180.0,185.0,8.0,165.0,1.417620114078888,290.0,8.0,312.5,65.0,150.0,11.2,184.0,35.0,10.0,13.0,270.0,150.0,11.9,248.0,7.0,8.8,9.08,7.5,402.5,18.4375619047619,250.0,250.0,75.0,8.12,12.0,600.0,70.0,day
2010-02-23,,0.0744717144483875,0.2637895354827169,0.4574977374887323,150.0,185.0,13.0,185.0,183.0,178.0,185.0,8.0,165.0,1.417620114078888,290.0,8.0,312.5,65.0,150.0,11.2,184.0,35.0,10.0,13.0,270.0,150.0,11.8,248.0,7.0,8.8,9.08,7.5,402.5,18.435,250.0,250.0,75.0,8.12,12.0,600.0,70.0,day
2010-02-24,,0.0744717144483875,0.2637895354827169,0.4574977374887323,150.0,185.0,13.0,185.0,183.0,182.0,185.0,8.0,165.0,1.417620114078888,290.0,8.0,312.5,65.0,150.0,11.2,184.0,35.0,10.0,13.0,270.0,150.0,11.8,248.0,7.0,8.8,9.08,7.5,402.5,18.355,250.0,250.0,75.0,8.12,12.0,600.0,85.0,day
2010-02-25,,0.0744717144483875,0.2637895354827169,0.4574977374887323,150.0,185.0,13.0,185.0,183.0,180.0,185.0,8.0,165.0,1.417620114078888,290.0,8.0,312.5,65.0,150.0,11.2,184.0,35.0,10.0,13.0,270.0,150.0,11.9,248.0,7.0,8.8,9.08,7.5,402.5,17.975,250.0,250.0,75.0,8.12,12.0,600.0,85.0,day
2010-02-26,,0.0744717144483875,0.2637895354827169,0.4574977374887323,150.0,185.0,13.0,185.0,183.0,175.0,185.0,8.0,165.0,1.417620114078888,290.0,8.0,312.5,65.0,150.0,11.2,184.0,35.0,10.0,13.0,270.0,150.0,11.8,248.0,7.0,8.8,9.08,7.5,402.5,17.445,244.57,250.0,75.0,8.12,12.0,600.0,85.0,day
2010-02-27,,0.0744717144483875,0.2637895354827169,0.4574977374887323,150.0,183.0,13.0,185.0,183.0,177.0,180.0,8.0,165.0,1.417620114078888,290.0,8.0,312.5,65.0,150.0,11.2,184.0,35.0,10.0,13.0,270.0,150.0,11.8,248.0,7.0,8.8,9.08,7.5,402.5,17.685,250.0,250.0,75.0,8.12,12.0,600.0,90.0,day
2010-02-28,,0.0744717144483875,0.2637895354827169,0.4574977374887323,150.0,183.0,13.0,185.0,183.0,177.0,180.0,8.0,165.0,1.417620114078888,290.0,8.0,312.5,65.0,150.0,11.2,184.0,35.0,10.0,13.0,270.0,150.0,11.8,248.0,7.0,8.8,9.08,7.5,402.5,17.925,250.0,250.0,75.0,8.12,12.0,600.0,90.0,day
2010-02-28,0.3123807612172236,0.0744717144483875,0.2637895354827169,0.4574977374887323,157.5,183.07142857142856,12.714285714285714,184.1071428571429,181.03571428571428,180.82142857142856,185.39285714285717,8.0,165.0,1.417620114078888,290.0,8.0,312.5,65.0,150.0,11.2,184.0,35.0,10.0,13.0,270.0,150.0,11.184285714285712,248.0,7.0,8.8,9.08,7.5,402.5,18.412193707482995,245.57785714285717,246.9907142857143,75.0,8.12,12.0,600.0,70.53571428571429,month
2010-03-01,,0.3123807612172236,0.0744717144483875,0.2637895354827169,150.0,180.0,13.0,190.0,178.0,172.0,180.0,8.0,165.0,0.6439994420934347,290.0,8.0,312.5,65.0,150.0,11.2,184.0,35.0,10.0,13.0,270.0,150.0,11.4,248.0,7.0,8.8,9.08,7.5,402.5,18.165,250.0,250.0,75.0,8.8,12.0,600.0,90.0,day
2010-03-02,,0.3123807612172236,0.0744717144483875,0.2637895354827169,150.0,180.0,13.0,185.0,178.0,170.0,180.0,8.0,165.0,0.6439994420934347,290.0,8.0,312.5,65.0,150.0,11.2,184.0,35.0,10.0,13.0,270.0,150.0,11.4,248.0,7.0,8.8,9.08,7.5,402.5,18.285,244.57,250.0,75.0,8.8,12.0,600.0,90.0,day
2010-03-03,,0.3123807612172236,0.0744717144483875,0.2637895354827169,150.0,180.0,13.0,185.0,178.0,170.0,180.0,8.0,165.0,0.6439994420934347,290.0,8.0,312.5,65.0,150.0,11.2,184.0,35.0,10.0,13.0,270.0,150.0,11.4,248.0,7.0,8.8,9.08,7.5,402.5,18.135,247.83,250.0,75.0,8.8,12.0,600.0,90.0,day
2010-03-04,,0.3123807612172236,0.0744717144483875,0.2637895354827169,150.0,180.0,13.0,185.0,178.0,170.0,180.0,8.0,165.0,0.6439994420934347,290.0,8.0,312.5,65.0,150.0,11.2,184.0,35.0,10.0,13.0,270.0,150.0,11.4,248.0,7.0,8.8,9.08,7.5,402.5,18.25,247.83,255.43,75.0,8.8,12.0,600.0,85.0,day
2010-03-05,,0.3123807612172236,0.0744717144483875,0.2637895354827169,150.0,180.0,13.0,185.0,175.0,170.0,180.0,8.0,165.0,0.6439994420934347,290.0,8.0,312.5,65.0,150.0,11.2,184.0,35.0,10.0,13.0,270.0,150.0,11.4,248.0,7.0,8.8,9.08,7.5,402.5,18.25,244.57,255.43,75.0,8.8,12.0,600.0,90.0,day
2010-03-06,,0.3123807612172236,0.0744717144483875,0.2637895354827169,150.0,180.0,13.0,185.0,175.0,170.0,180.0,8.0,165.0,0.6439994420934347,290.0,8.0,312.5,65.0,150.0,11.2,184.0,35.0,10.0,13.0,270.0,150.0,11.4,248.0,7.0,8.8,9.08,7.5,402.5,18.241666666666667,250.0,255.43,75.0,8.8,12.0,600.0,80.0,day
2010-03-07,,0.3123807612172236,0.0744717144483875,0.2637895354827169,150.0,180.0,13.0,185.0,175.0,170.0,180.0,8.0,165.0,0.6439994420934347,290.0,8.0,312.5,65.0,150.0,11.2,184.0,35.0,10.0,13.0,270.0,150.0,11.4,248.0,7.0,8.8,9.08,7.5,402.5,18.23333333333333,250.0,255.43,75.0,8.8,12.0,600.0,80.0,day
2010-03-08,,0.3123807612172236,0.0744717144483875,0.2637895354827169,150.0,180.0,13.0,185.0,175.0,169.0,180.0,8.0,165.0,0.6439994420934347,290.0,8.0,312.5,65.0,150.0,11.2,184.0,35.0,10.0,13.0,270.0,150.0,11.4,248.0,7.0,8.8,9.08,7.5,402.5,18.225,250.0,255.43,75.0,8.8,12.0,600.0,90.0,day
2010-03-09,,0.3123807612172236,0.0744717144483875,0.2637895354827169,150.0,180.0,13.0,185.0,174.0,168.0,180.0,8.0,165.0,0.6439994420934347,290.0,8.0,312.5,65.0,150.0,11.2,184.0,35.0,10.0,13.0,270.0,150.0,11.4,248.0,7.0,8.8,9.08,7.5,402.5,18.55,244.57,255.43,75.0,8.8,12.0,600.0,85.0,day
2010-03-10,,0.3123807612172236,0.0744717144483875,0.2637895354827169,150.0,180.0,13.0,185.0,170.0,168.0,180.0,8.0,165.0,0.6439994420934347,290.0,8.0,312.5,65.0,150.0,11.2,184.0,35.0,10.0,13.0,270.0,150.0,11.4,248.0,7.0,8.8,9.08,7.5,402.5,18.465,250.0,255.43,75.0,8.8,12.0,600.0,85.0,day
