,ipc_all,lag_1,lag_2,lag_3,lag_6,lag_9,lag_12,oil_cb,sugar_bol,chicken_tj,oil2_tj,oil2_bol,sugar_tj,rice4_tj,sugar_cb,rice3_po,sugar_or,sugar_sc,rice4_su,ycorn_tj,chicken_bol,papa2_tj,oil2_po,sugar_lp,papaya_tr,oil_sc,banana_co,rice_bol,milk_sc,chicken_tr,pineapple_tr,rice2_lp,rice3_su,ufv,paprika_or,squash_co,papa1_po,rice2_po,flour_lp,chicken_po,silver,chicken_lp,ycorn_sc,chicken_sc,tomato_co,libor,platano_co,sugar_po,carrot_co,tomato_tj,oil_tr,lard_lp,rice4_or,freq
2015-01-30,,5.194247643713879,4.406312432843595,3.6387100540533615,7.465754387932622,6.2201179562938025,6.05109928052725,11.5,210.0,14.5,9.0,9.0,205.0,250.0,204.0,335.0,210.0,200.0,285.0,75.0,14.18,37.5,10.0,210.0,500.0,11.1,60.0,360.0,5.7,14.25,500.0,300.0,335.0,2.02102,70.0,62.5,31.25,265.0,265.78,13.8,16.381,14.18,65.0,14.3,140.0,0.3574,62.5,220.0,70.0,80.0,8.9,220.0,250.0,day
2015-01-31,,5.194247643713879,4.406312432843595,3.6387100540533615,7.465754387932622,6.2201179562938025,6.05109928052725,11.5,210.0,14.5,9.0,9.0,205.0,250.0,204.0,335.0,210.0,200.0,285.0,75.0,14.18,37.5,10.0,210.0,450.0,11.1,55.0,360.0,5.7,14.25,500.0,300.0,335.0,2.0213,70.0,62.5,31.25,265.0,265.78,13.8,16.333666666666666,14.18,65.0,14.3,140.0,0.3574,60.0,220.0,65.0,80.0,8.9,220.0,250.0,day
2015-01-31,5.93673024218071,5.194247643713879,4.406312432843595,3.6387100540533615,7.465754387932622,6.2201179562938025,6.05109928052725,11.358064516129032,210.0,14.274193548387096,9.0,9.0,205.30645161290323,250.96774193548387,209.16129032258064,333.2258064516129,210.0,200.0,287.9032258064516,75.0,13.559354838709677,37.5,10.0,209.48387096774192,519.3548387096774,11.1,57.25806451612903,358.8493548387097,5.7,12.596774193548388,500.0,289.7258064516129,333.38709677419354,2.017232580645161,85.96774193548387,62.5,30.120967741935484,263.7096774193548,270.49387096774194,13.519354838709678,17.247139393939396,13.574193548387097,66.03225806451613,12.961290322580645,140.0,0.3584451612903226,60.32258064516129,215.32258064516128,67.33870967741936,88.62903225806451,8.9,218.1451612903226,250.0,month
2015-02-01,,5.93673024218071,5.194247643713879,4.406312432843595,6.114036984130911,6.376902734008372,6.165023043065676,11.5,210.0,14.5,9.0,9.0,205.0,250.0,204.0,335.0,210.0,200.0,285.0,75.0,14.18,37.5,10.0,210.0,450.0,11.1,55.0,360.0,5.7,14.25,500.0,300.0,335.0,2.0216,70.0,62.5,31.25,265.0,265.78,13.8,16.286333333333335,14.18,65.0,14.3,140.0,0.3574,60.0,220.0,65.0,80.0,8.9,220.0,250.0,day
2015-02-02,,5.93673024218071,5.194247643713879,4.406312432843595,6.114036984130911,6.376902734008372,6.165023043065676,11.5,210.0,14.5,9.0,9.0,205.0,250.0,204.0,335.0,210.0,200.0,285.0,75.0,14.2,37.5,10.0,210.0,450.0,11.1,57.5,360.0,5.7,14.25,500.0,300.0,335.0,2.0219,70.0,62.5,31.25,265.0,265.78,13.8,16.239,14.2,65.0,14.3,140.0,0.3574,60.0,220.0,65.0,80.0,8.9,220.0,250.0,day
2015-02-03,,5.93673024218071,5.194247643713879,4.406312432843595,6.114036984130911,6.376902734008372,6.165023043065676,11.5,210.0,14.5,9.0,9.0,205.0,250.0,204.0,335.0,210.0,200.0,285.0,75.0,14.3,37.5,10.0,210.0,450.0,11.1,57.5,360.0,5.7,14.0,500.0,295.0,335.0,2.0222,75.0,62.5,31.25,265.0,265.78,14.0,16.3325,14.45,65.0,14.3,140.0,0.3588,60.0,220.0,67.5,80.0,8.9,220.0,250.0,day
2015-02-04,,5.93673024218071,5.194247643713879,4.406312432843595,6.114036984130911,6.376902734008372,6.165023043065676,11.5,210.0,14.5,9.0,9.0,205.0,250.0,204.0,330.0,210.0,200.0,285.0,75.0,14.5,37.5,10.0,209.0,450.0,11.1,57.5,360.0,5.7,14.0,500.0,295.0,335.0,2.0225,75.0,62.5,31.25,265.0,265.78,14.0,16.2875,14.75,65.0,14.8,140.0,0.3608,60.0,220.0,70.0,80.0,8.9,220.0,250.0,day
2015-02-05,,5.93673024218071,5.194247643713879,4.406312432843595,6.114036984130911,6.376902734008372,6.165023043065676,11.5,210.0,14.5,9.0,9.0,205.0,250.0,204.0,330.0,210.0,200.0,285.0,66.0,14.5,37.5,10.0,209.0,450.0,11.1,57.5,360.0,5.7,14.05,500.0,295.0,335.0,2.02281,75.0,62.5,31.25,265.0,265.78,14.0,16.576,14.63,65.0,14.8,140.0,0.3624,60.0,220.0,70.0,80.0,8.9,220.0,250.0,day
2015-02-06,,5.93673024218071,5.194247643713879,4.406312432843595,6.114036984130911,6.376902734008372,6.165023043065676,11.5,210.0,14.5,9.0,9.0,205.0,250.0,204.0,335.0,210.0,200.0,290.0,66.0,14.5,37.5,10.0,209.0,450.0,11.1,57.5,360.0,5.7,14.05,500.0,295.0,335.0,2.02312,75.0,62.5,31.25,265.0,265.78,14.3,16.5665,14.63,65.0,14.8,140.0,0.3624,62.5,220.0,70.0,50.0,8.9,220.0,250.0,day
2015-02-07,,5.93673024218071,5.194247643713879,4.406312432843595,6.114036984130911,6.376902734008372,6.165023043065676,11.5,210.0,14.5,9.0,9.0,204.5,250.0,204.0,335.0,210.0,200.0,290.0,66.0,14.5,37.5,10.0,209.0,500.0,11.1,50.0,380.0,5.7,14.25,500.0,295.0,335.0,2.02343,75.0,62.5,31.25,265.0,265.78,14.3,16.57766666666667,14.63,65.0,14.8,140.0,0.3660666666666666,60.0,220.0,65.0,50.0,8.9,220.0,250.0,day
2015-02-08,,5.93673024218071,5.194247643713879,4.406312432843595,6.114036984130911,6.376902734008372,6.165023043065676,11.5,210.0,14.5,9.0,9.0,204.5,250.0,204.0,335.0,210.0,200.0,290.0,66.0,14.5,37.5,10.0,209.0,500.0,11.1,50.0,380.0,5.7,14.25,500.0,295.0,335.0,2.02374,75.0,62.5,31.25,265.0,265.78,14.3,16.588833333333334,14.63,65.0,14.8,140.0,0.3697333333333333,60.0,220.0,65.0,50.0,8.9,220.0,250.0,day
2015-02-09,,5.93673024218071,5.194247643713879,4.406312432843595,6.114036984130911,6.376902734008372,6.165023043065676,11.5,210.0,14.5,9.0,9.0,204.5,250.0,204.0,335.0,210.0,200.0,290.0,66.0,14.5,37.5,10.0,209.0,500.0,11.1,55.0,380.0,5.7,14.25,500.0,295.0,335.0,2.02405,75.0,62.5,31.25,265.0,265.78,14.3,16.6,14.63,65.0,14.8,140.0,0.3734,60.0,220.0,67.5,60.0,8.9,217.5,250.0,day
2015-02-10,,5.93673024218071,5.194247643713879,4.406312432843595,6.114036984130911,6.376902734008372,6.165023043065676,11.5,210.0,14.5,9.0,9.0,204.5,250.0,204.0,335.0,210.0,200.0,290.0,66.0,14.37,37.5,10.0,209.0,500.0,11.1,55.0,380.0,5.7,14.25,500.0,295.0,335.0,2.02436,75.0,62.5,31.25,265.0,265.78,14.3,16.80551,14.63,63.0,14.3,140.0,0.3768,60.0,220.0,70.0,75.0,8.9,217.5,250.0,day
2015-02-11,,5.93673024218071,5.194247643713879,4.406312432843595,6.114036984130911,6.376902734008372,6.165023043065676,11.5,210.0,14.5,9.0,9.0,204.5,250.0,204.0,335.0,215.0,200.0,290.0,66.0,14.5,37.5,10.0,209.0,500.0,11.1,57.5,380.0,5.7,14.75,500.0,295.0,335.0,2.02471,75.0,62.5,30.0,265.0,265.78,14.3,16.3955,14.5,63.0,14.3,140.0,0.3783,60.0,215.0,70.0,75.0,8.9,220.0,250.0,day
2015-02-12,,5.93673024218071,5.194247643713879,4.406312432843595,6.114036984130911,6.376902734008372,6.165023043065676,11.5,210.0,14.5,9.0,9.0,204.5,250.0,204.0,335.0,215.0,200.0,290.0,66.0,14.5,37.5,10.0,208.0,500.0,11.1,57.5,380.0,5.7,14.75,500.0,295.0,335.0,2.02506,75.0,62.5,30.0,265.0,265.78,14.5,16.2765,14.5,63.0,14.3,140.0,0.3769,60.0,215.0,70.0,60.0,8.9,220.0,250.0,day
2015-02-13,,5.93673024218071,5.194247643713879,4.406312432843595,6.114036984130911,6.376902734008372,6.165023043065676,11.5,210.0,14.5,9.0,9.0,204.5,250.0,204.0,330.0,215.0,200.0,290.0,66.0,14.5,37.5,10.0,208.0,500.0,11.1,57.5,380.0,5.7,14.75,500.0,295.0,335.0,2.02541,75.0,62.5,30.0,265.0,265.78,14.5,16.242,14.48,62.0,14.3,140.0,0.3824,57.5,215.0,70.0,80.0,8.9,220.0,250.0,day
2015-02-14,,5.93673024218071,5.194247643713879,4.406312432843595,6.114036984130911,6.376902734008372,6.165023043065676,11.5,210.0,14.5,9.0,9.0,204.5,250.0,204.0,330.0,215.0,200.0,290.0,66.0,14.5,37.5,10.0,208.0,500.0,11.1,50.0,380.0,5.7,14.75,500.0,295.0,335.0,2.02576,75.0,62.5,30.0,265.0,265.78,14.5,16.232166666666668,14.48,62.0,14.3,140.0,0.3819,57.5,215.0,60.0,68.75,8.9,220.0,250.0,day
2015-02-15,,5.93673024218071,5.194247643713879,4.406312432843595,6.114036984130911,6.376902734008372,6.165023043065676,11.5,210.0,14.5,9.0,9.0,204.5,250.0,204.0,330.0,215.0,200.0,290.0,66.0,14.5,37.5,10.0,208.0,500.0,11.1,50.0,380.0,5.7,14.75,500.0,295.0,335.0,2.02611,75.0,62.5,30.0,265.0,265.78,14.5,16.22233333333333,14.48,62.0,14.3,140.0,0.3814,57.5,215.0,60.0,68.75,8.9,220.0,250.0,day
2015-02-16,,5.93673024218071,5.194247643713879,4.406312432843595,6.114036984130911,6.376902734008372,6.165023043065676,11.5,210.0,14.5,9.0,9.0,204.5,250.0,204.0,330.0,215.0,200.0,290.0,66.0,14.5,37.5,10.0,208.0,500.0,11.1,50.0,380.0,5.7,14.75,500.0,295.0,335.0,2.02646,75.0,62.5,30.0,265.0,265.78,14.5,16.2125,14.48,62.0,14.3,140.0,0.3809,57.5,215.0,60.0,68.75,8.9,220.0,250.0,day
2015-02-17,,5.93673024218071,5.194247643713879,4.406312432843595,6.114036984130911,6.376902734008372,6.165023043065676,11.5,210.0,14.5,9.0,9.0,204.5,250.0,204.0,330.0,215.0,200.0,290.0,66.0,14.5,37.5,10.0,208.0,500.0,11.1,50.0,380.0,5.7,14.75,500.0,295.0,335.0,2.02681,75.0,62.5,30.0,265.0,265.78,14.5,15.9025,14.48,62.0,14.3,140.0,0.3819,57.5,215.0,60.0,68.75,8.9,220.0,250.0,day
2015-02-18,,5.93673024218071,5.194247643713879,4.406312432843595,6.114036984130911,6.376902734008372,6.165023043065676,11.5,210.0,14.5,9.0,9.0,204.5,250.0,204.0,330.0,215.0,200.0,290.0,66.0,14.5,37.5,10.0,208.0,500.0,11.1,55.0,380.0,5.7,14.75,500.0,300.0,335.0,2.02716,75.0,62.5,30.0,265.0,265.78,14.5,15.767,14.48,63.0,14.3,140.0,0.3853,60.0,215.0,60.0,61.25,8.9,215.0,250.0,day
2015-02-19,,5.93673024218071,5.194247643713879,4.406312432843595,6.114036984130911,6.376902734008372,6.165023043065676,11.5,210.0,14.5,9.0,9.0,204.5,250.0,204.0,330.0,215.0,200.0,290.0,66.0,14.5,37.5,10.0,208.0,500.0,11.1,57.5,380.0,5.7,14.75,500.0,295.0,335.0,2.02751,75.0,62.5,30.0,265.0,265.78,14.5,15.6775,14.28,63.0,14.3,140.0,0.3841,60.0,215.0,65.0,60.0,8.9,215.0,250.0,day
2015-02-20,,5.93673024218071,5.194247643713879,4.406312432843595,6.114036984130911,6.376902734008372,6.165023043065676,11.5,210.0,14.5,9.0,9.0,202.5,250.0,204.0,330.0,215.0,200.0,290.0,66.0,14.5,37.5,10.0,208.0,500.0,11.1,57.5,380.0,5.7,14.75,500.0,295.0,335.0,2.02786,75.0,62.5,30.0,265.0,265.78,14.5,15.501,14.28,63.0,14.0,140.0,0.3857,57.5,220.0,65.0,50.0,8.9,215.0,250.0,day
2015-02-21,,5.93673024218071,5.194247643713879,4.406312432843595,6.114036984130911,6.376902734008372,6.165023043065676,11.5,210.0,14.5,9.0,9.0,202.5,250.0,204.0,330.0,215.0,200.0,290.0,66.0,14.5,37.5,10.0,208.0,500.0,11.1,50.0,370.0,5.7,14.75,500.0,295.0,335.0,2.02821,75.0,62.5,30.0,265.0,265.78,14.5,15.533333333333331,14.2,63.0,14.0,140.0,0.3853666666666666,57.5,220.0,62.5,50.0,8.9,215.0,250.0,day
2015-02-22,,5.93673024218071,5.194247643713879,4.406312432843595,6.114036984130911,6.376902734008372,6.165023043065676,11.5,210.0,14.5,9.0,9.0,202.5,250.0,204.0,330.0,215.0,200.0,290.0,66.0,14.5,37.5,10.0,208.0,500.0,11.1,50.0,370.0,5.7,14.75,500.0,295.0,335.0,2.02856,75.0,62.5,30.0,265.0,265.78,14.5,15.565666666666669,14.2,63.0,14.0,140.0,0.3850333333333333,57.5,220.0,62.5,50.0,8.9,215.0,250.0,day
2015-02-23,,5.93673024218071,5.194247643713879,4.406312432843595,6.114036984130911,6.376902734008372,6.165023043065676,11.5,210.0,14.5,9.0,9.0,202.5,250.0,204.0,330.0,215.0,200.0,290.0,66.0,14.4,37.5,10.0,208.0,500.0,11.1,55.0,365.0,5.7,14.75,500.0,295.0,335.0,2.02891,75.0,62.5,30.0,265.0,265.78,14.3,15.598,14.2,63.0,14.0,140.0,0.3847,57.5,220.0,62.5,38.75,8.9,212.5,250.0,day
2015-02-24,,5.93673024218071,5.194247643713879,4.406312432843595,6.114036984130911,6.376902734008372,6.165023043065676,11.5,210.0,14.5,9.0,9.0,200.0,250.0,204.0,330.0,215.0,200.0,290.0,66.0,14.46,37.5,10.0,205.0,500.0,11.1,57.5,365.0,5.7,14.75,500.0,295.0,335.0,2.02926,70.0,62.5,30.0,260.0,265.78,14.3,15.659,14.0,63.0,14.0,140.0,0.38515,60.0,220.0,65.0,45.0,8.9,215.0,250.0,day
2015-02-25,,5.93673024218071,5.194247643713879,4.406312432843595,6.114036984130911,6.376902734008372,6.165023043065676,11.5,210.0,14.5,9.0,9.0,200.0,250.0,204.0,330.0,215.0,200.0,290.0,66.0,14.46,37.5,10.0,205.0,500.0,11.1,60.0,365.0,5.7,14.75,500.0,295.0,335.0,2.02961,70.0,62.5,31.25,260.0,265.78,14.3,15.6545,14.0,63.0,14.0,140.0,0.3829,60.0,220.0,65.0,40.0,8.9,215.0,250.0,day
2015-02-26,,5.93673024218071,5.194247643713879,4.406312432843595,6.114036984130911,6.376902734008372,6.165023043065676,11.5,210.0,14.5,9.0,9.0,200.0,250.0,204.0,330.0,215.0,200.0,290.0,66.0,14.4,37.5,10.0,205.0,500.0,11.1,60.0,365.0,5.7,14.75,500.0,295.0,335.0,2.02996,70.0,62.5,31.25,260.0,265.78,14.3,15.565,14.0,63.0,14.3,140.0,0.37835,60.0,215.0,70.0,60.0,8.9,215.0,250.0,day
2015-02-27,,5.93673024218071,5.194247643713879,4.406312432843595,6.114036984130911,6.376902734008372,6.165023043065676,11.5,210.0,14.5,9.0,9.0,200.0,250.0,204.0,330.0,215.0,200.0,290.0,66.0,14.33,37.5,10.0,205.0,500.0,11.1,60.0,365.0,5.7,14.75,500.0,290.0,335.0,2.03031,70.0,62.5,31.25,260.0,265.78,14.3,15.946,14.0,63.0,14.3,140.0,0.3807,65.0,215.0,70.0,60.0,8.9,212.5,250.0,day
2015-02-28,,5.93673024218071,5.194247643713879,4.406312432843595,6.114036984130911,6.376902734008372,6.165023043065676,11.5,210.0,14.5,9.0,9.0,200.0,250.0,204.0,330.0,215.0,200.0,290.0,66.0,14.33,37.5,10.0,205.0,500.0,11.1,60.0,365.0,5.7,14.75,500.0,291.67,335.0,2.03066,70.0,62.5,31.25,260.0,265.78,14.3,16.011366666666667,14.0,63.0,14.3,140.0,0.3818666666666666,65.0,215.0,70.0,75.0,8.9,212.5,250.0,day
2015-02-28,5.493044624438981,5.93673024218071,5.194247643713879,4.406312432843595,6.114036984130911,6.376902734008372,6.165023043065676,11.5,210.0,14.5,9.0,9.0,203.51785714285717,250.0,204.0,331.7857142857143,213.2142857142857,200.0,289.10714285714283,67.28571428571429,14.443928571428572,37.5,10.0,207.9642857142857,489.2857142857143,11.1,55.267857142857146,371.7857142857143,5.7,14.539285714285716,500.0,295.23821428571426,335.0,2.0260014285714285,73.75,62.5,30.625,264.10714285714283,265.78,14.310714285714283,16.100775357142858,14.37142857142857,63.46428571428572,14.342857142857143,140.0,0.376002380952381,59.642857142857146,217.8571428571429,65.80357142857143,63.035714285714285,8.9,217.5892857142857,250.0,month
2015-03-01,,5.493044624438981,5.93673024218071,5.194247643713879,4.297363521814135,7.334564378211339,6.123875888394981,11.5,210.0,14.5,9.0,9.0,200.0,250.0,204.0,330.0,215.0,200.0,290.0,66.0,14.33,37.5,10.0,205.0,500.0,11.1,60.0,365.0,5.7,14.75,500.0,291.67,335.0,2.03097,70.0,62.5,31.25,260.0,265.78,14.3,16.076733333333333,14.0,63.0,14.3,140.0,0.3830333333333333,65.0,215.0,70.0,75.0,8.9,212.5,250.0,day
2015-03-02,,5.493044624438981,5.93673024218071,5.194247643713879,4.297363521814135,7.334564378211339,6.123875888394981,11.5,210.0,14.5,9.0,9.0,200.0,250.0,204.0,330.0,215.0,200.0,290.0,66.0,14.5,37.5,10.0,206.5,500.0,11.1,60.0,365.0,5.7,14.75,500.0,290.0,335.0,2.03128,70.0,62.5,31.25,265.0,265.78,14.3,16.1421,14.0,63.0,14.3,140.0,0.3842,65.0,215.0,70.0,67.5,8.9,215.0,250.0,day
2015-03-03,,5.493044624438981,5.93673024218071,5.194247643713879,4.297363521814135,7.334564378211339,6.123875888394981,11.5,210.0,14.5,9.0,9.0,200.0,250.0,205.0,330.0,215.0,200.0,290.0,66.0,14.45,37.5,10.0,208.0,500.0,11.1,60.0,370.0,5.7,14.75,500.0,290.0,335.0,2.03159,70.0,62.5,31.25,265.0,265.78,14.5,16.7495,13.95,63.0,14.3,140.0,0.3879,65.0,215.0,75.0,48.75,8.9,215.0,250.0,day
2015-03-04,,5.493044624438981,5.93673024218071,5.194247643713879,4.297363521814135,7.334564378211339,6.123875888394981,11.5,210.0,14.5,9.0,9.0,200.0,250.0,205.0,330.0,215.0,200.0,290.0,66.0,14.45,37.5,10.0,208.0,500.0,11.1,57.5,360.0,5.7,14.75,500.0,290.0,335.0,2.0319,70.0,62.5,31.25,265.0,265.78,14.5,16.9895,13.9,60.0,14.3,140.0,0.3956,65.0,215.0,75.0,60.0,8.9,215.0,250.0,day
2015-03-05,,5.493044624438981,5.93673024218071,5.194247643713879,4.297363521814135,7.334564378211339,6.123875888394981,11.5,210.0,14.5,9.0,9.0,200.0,250.0,202.0,330.0,215.0,200.0,290.0,66.0,14.45,37.5,10.0,208.0,500.0,11.1,57.5,360.0,5.7,14.75,500.0,290.0,335.0,2.03221,70.0,62.5,31.25,265.0,265.78,14.5,16.97,13.95,60.0,14.3,140.0,0.3971,65.0,215.0,75.0,50.0,8.9,215.0,250.0,day
2015-03-06,,5.493044624438981,5.93673024218071,5.194247643713879,4.297363521814135,7.334564378211339,6.123875888394981,11.5,210.0,14.5,9.0,9.0,200.0,250.0,202.0,330.0,215.0,200.0,290.0,66.0,14.5,37.5,10.0,208.0,500.0,11.1,55.0,360.0,5.7,14.75,500.0,290.0,335.0,2.03252,70.0,62.5,31.25,265.0,265.78,14.5,16.9755,13.88,60.0,13.85,140.0,0.3976,60.0,215.0,75.0,40.0,8.9,215.0,250.0,day
2015-03-07,,5.493044624438981,5.93673024218071,5.194247643713879,4.297363521814135,7.334564378211339,6.123875888394981,11.5,210.0,14.5,9.0,9.0,200.0,250.0,205.0,330.0,215.0,200.0,290.0,66.0,14.45,37.5,10.0,208.0,500.0,11.1,50.0,360.0,5.7,14.25,500.0,290.0,335.0,2.03283,70.0,62.5,31.25,265.0,265.78,14.5,17.023633333333333,13.53,60.0,13.85,140.0,0.3997666666666666,60.0,215.0,70.0,40.0,8.9,215.0,250.0,day
2015-03-08,,5.493044624438981,5.93673024218071,5.194247643713879,4.297363521814135,7.334564378211339,6.123875888394981,11.5,210.0,14.5,9.0,9.0,200.0,250.0,205.0,330.0,215.0,200.0,290.0,66.0,14.45,37.5,10.0,208.0,500.0,11.1,50.0,360.0,5.7,14.25,500.0,290.0,335.0,2.03314,70.0,62.5,31.25,265.0,265.78,14.5,17.07176666666667,13.53,60.0,13.85,140.0,0.4019333333333333,60.0,215.0,70.0,40.0,8.9,215.0,250.0,day
2015-03-09,,5.493044624438981,5.93673024218071,5.194247643713879,4.297363521814135,7.334564378211339,6.123875888394981,11.5,210.0,14.5,9.0,9.0,200.0,250.0,205.0,330.0,215.0,200.0,290.0,66.0,14.33,37.5,10.0,208.0,500.0,11.1,55.0,360.0,5.7,14.25,500.0,290.0,335.0,2.03345,70.0,62.5,31.25,260.0,265.78,14.5,17.1199,13.6,60.0,13.85,140.0,0.4041,60.0,215.0,70.0,40.0,8.9,215.0,250.0,day
2015-03-10,,5.493044624438981,5.93673024218071,5.194247643713879,4.297363521814135,7.334564378211339,6.123875888394981,11.5,210.0,14.5,9.0,9.0,200.0,250.0,205.0,330.0,210.0,200.0,290.0,66.0,14.33,37.5,10.0,208.0,500.0,11.1,55.0,360.0,5.7,14.25,500.0,290.0,335.0,2.03377,70.0,62.5,31.25,260.0,265.78,14.5,16.965,13.6,61.0,13.85,140.0,0.4042,62.5,210.0,72.5,40.0,8.9,215.0,250.0,day
2015-03-11,,5.493044624438981,5.93673024218071,5.194247643713879,4.297363521814135,7.334564378211339,6.123875888394981,11.5,210.0,14.5,9.0,9.0,200.0,250.0,205.0,330.0,210.0,200.0,290.0,66.0,14.33,37.5,10.0,208.0,500.0,11.1,55.0,360.0,5.7,14.25,500.0,285.0,335.0,2.03406,97.5,62.5,30.0,260.0,265.78,14.5,16.7335,13.6,61.0,13.85,140.0,0.4014,62.5,210.0,72.5,30.0,8.9,215.0,250.0,day
2015-03-12,,5.493044624438981,5.93673024218071,5.194247643713879,4.297363521814135,7.334564378211339,6.123875888394981,11.5,210.0,14.5,9.0,9.0,195.0,250.0,205.0,330.0,210.0,200.0,290.0,66.0,14.33,37.5,10.0,208.0,500.0,11.1,55.0,360.0,5.7,14.25,500.0,285.0,335.0,2.03435,90.0,62.5,30.0,260.0,265.78,14.5,16.6615,13.6,61.0,13.5,140.0,0.4031,62.5,210.0,70.0,25.0,8.9,215.0,250.0,day
2015-03-13,,5.493044624438981,5.93673024218071,5.194247643713879,4.297363521814135,7.334564378211339,6.123875888394981,11.5,210.0,14.5,9.0,9.0,195.0,250.0,205.0,330.0,210.0,200.0,290.0,66.0,14.25,37.5,10.0,208.0,500.0,11.1,55.0,360.0,5.7,14.25,500.0,285.0,335.0,2.03464,90.0,62.5,30.0,260.0,265.78,14.5,16.25925,13.6,61.0,13.5,140.0,0.4029,60.0,210.0,70.0,25.0,8.9,215.0,250.0,day
2015-03-14,,5.493044624438981,5.93673024218071,5.194247643713879,4.297363521814135,7.334564378211339,6.123875888394981,11.5,210.0,14.5,9.0,9.0,195.0,250.0,205.0,330.0,210.0,200.0,290.0,66.0,14.25,37.5,10.0,208.0,500.0,11.1,50.0,360.0,5.7,14.25,500.0,290.0,335.0,2.03493,90.0,62.5,30.0,260.0,265.78,14.5,16.493166666666667,13.6,61.0,13.5,140.0,0.4025666666666666,60.0,210.0,65.0,25.0,8.9,215.0,250.0,day
2015-03-15,,5.493044624438981,5.93673024218071,5.194247643713879,4.297363521814135,7.334564378211339,6.123875888394981,11.5,210.0,14.5,9.0,9.0,195.0,250.0,205.0,330.0,210.0,200.0,290.0,66.0,14.25,37.5,10.0,208.0,500.0,11.1,50.0,360.0,5.7,14.25,500.0,290.0,335.0,2.03522,90.0,62.5,30.0,260.0,265.78,14.5,16.727083333333333,13.6,61.0,13.5,140.0,0.4022333333333333,60.0,210.0,65.0,25.0,8.9,215.0,250.0,day
2015-03-16,,5.493044624438981,5.93673024218071,5.194247643713879,4.297363521814135,7.334564378211339,6.123875888394981,11.5,210.0,14.5,9.0,9.0,197.0,250.0,205.0,335.0,210.0,200.0,290.0,66.0,14.25,37.5,10.0,208.0,500.0,11.1,55.0,360.0,5.7,14.25,500.0,290.0,335.0,2.03551,90.0,62.5,30.0,260.0,265.78,14.5,16.961,13.6,61.0,13.5,140.0,0.4019,60.0,210.0,65.0,25.0,8.9,215.0,250.0,day
2015-03-17,,5.493044624438981,5.93673024218071,5.194247643713879,4.297363521814135,7.334564378211339,6.123875888394981,11.5,210.0,14.5,9.0,9.0,196.0,250.0,205.0,335.0,210.0,200.0,290.0,66.0,14.12,37.5,10.0,208.0,500.0,11.1,55.0,360.0,5.7,14.0,500.0,290.0,335.0,2.0358,90.0,62.5,30.0,260.0,265.78,14.5,16.7705,13.03,60.0,13.5,140.0,0.4061,60.0,210.0,65.0,27.5,8.9,215.0,250.0,day
2015-03-18,,5.493044624438981,5.93673024218071,5.194247643713879,4.297363521814135,7.334564378211339,6.123875888394981,11.5,210.0,14.5,9.0,9.0,196.0,250.0,205.0,335.0,210.0,200.0,290.0,66.0,14.12,37.5,10.0,206.0,500.0,11.1,60.0,360.0,5.7,14.0,500.0,280.0,310.0,2.03609,90.0,62.5,30.0,260.0,265.78,14.5,17.25,13.13,60.0,13.5,140.0,0.4091,60.0,210.0,65.0,27.5,8.9,215.0,250.0,day
2015-03-19,,5.493044624438981,5.93673024218071,5.194247643713879,4.297363521814135,7.334564378211339,6.123875888394981,11.5,210.0,14.5,9.0,9.0,196.0,250.0,205.0,335.0,210.0,200.0,290.0,66.0,14.12,37.5,10.0,205.0,500.0,11.1,60.0,360.0,5.7,14.0,500.0,280.0,310.0,2.03638,90.0,62.5,30.0,260.0,265.78,14.5,16.9925,13.13,60.0,13.5,140.0,0.39385,60.0,210.0,67.5,27.5,8.9,212.5,250.0,day
2015-03-20,,5.493044624438981,5.93673024218071,5.194247643713879,4.297363521814135,7.334564378211339,6.123875888394981,11.5,210.0,14.5,9.0,9.0,196.0,250.0,205.0,325.0,210.0,200.0,290.0,66.0,14.12,37.5,10.0,205.0,500.0,11.1,57.5,360.0,5.7,14.0,500.0,280.0,310.0,2.03667,90.0,62.5,30.0,260.0,265.78,14.5,16.856,13.13,60.0,13.5,140.0,0.39735,60.0,210.0,67.5,27.5,8.9,212.5,250.0,day
2015-03-21,,5.493044624438981,5.93673024218071,5.194247643713879,4.297363521814135,7.334564378211339,6.123875888394981,11.5,210.0,14.5,9.0,9.0,196.0,250.0,205.0,325.0,210.0,200.0,290.0,66.0,14.12,37.5,10.0,205.0,550.0,11.1,55.0,360.0,5.7,14.0,500.0,280.0,310.0,2.03696,90.0,62.5,30.0,260.0,265.78,14.5,16.747333333333334,13.13,60.0,13.0,140.0,0.3965166666666666,60.0,210.0,65.0,27.5,8.9,212.5,250.0,day
2015-03-22,,5.493044624438981,5.93673024218071,5.194247643713879,4.297363521814135,7.334564378211339,6.123875888394981,11.5,210.0,14.5,9.0,9.0,196.0,250.0,205.0,325.0,210.0,200.0,290.0,66.0,14.12,37.5,10.0,205.0,550.0,11.1,55.0,360.0,5.7,14.0,500.0,280.0,310.0,2.03725,90.0,62.5,30.0,260.0,265.78,14.5,16.63866666666667,13.13,60.0,13.0,140.0,0.3956833333333333,60.0,210.0,65.0,27.5,8.9,212.5,250.0,day
