,ipc_all,lag_1,lag_2,lag_3,lag_6,lag_9,lag_12,oil_cb,sugar_bol,chicken_tj,oil2_tj,oil2_bol,sugar_tj,rice4_tj,sugar_cb,rice3_po,sugar_or,sugar_sc,rice4_su,ycorn_tj,chicken_bol,papa2_tj,oil2_po,sugar_lp,papaya_tr,oil_sc,banana_co,rice_bol,milk_sc,chicken_tr,pineapple_tr,rice2_lp,rice3_su,ufv,paprika_or,squash_co,papa1_po,rice2_po,flour_lp,chicken_po,silver,chicken_lp,ycorn_sc,chicken_sc,tomato_co,libor,platano_co,sugar_po,carrot_co,tomato_tj,oil_tr,lard_lp,rice4_or,freq
2010-01-01,,0.2637895354827169,0.4574977374887323,0.7849314339611446,1.4472991679652214,5.323961480587247,11.041182029143748,9.1,169.0,13.0,8.0,8.0,165.0,250.0,165.0,220.0,160.0,145.0,312.5,67.0,12.0,30.0,7.0,169.0,300.0,9.1,75.0,280.0,4.5,14.0,350.0,169.0,230.0,1.53756,60.0,65.0,27.5,220.0,160.0,13.0,18.235,11.2,62.0,9.3,174.0,0.42969,75.0,170.0,62.5,32.14,9.17,185.0,250.0,day
2010-01-02,,0.2637895354827169,0.4574977374887323,0.7849314339611446,1.4472991679652214,5.323961480587247,11.041182029143748,9.1,169.0,13.0,8.0,8.0,165.0,250.0,165.0,220.0,160.0,145.0,312.5,67.0,12.0,30.0,7.0,169.0,300.0,9.5,75.0,280.0,4.9,14.0,350.0,169.0,230.0,1.53758,60.0,65.0,27.5,220.0,174.0,13.0,18.308333333333334,11.2,61.0,9.7,174.0,0.4312533333333333,75.0,180.0,62.5,28.0,9.17,185.0,250.0,day
2010-01-03,,0.2637895354827169,0.4574977374887323,0.7849314339611446,1.4472991679652214,5.323961480587247,11.041182029143748,9.1,169.0,13.0,8.0,8.0,165.0,250.0,165.0,220.0,160.0,145.0,312.5,67.0,12.0,30.0,7.0,169.0,300.0,9.5,75.0,280.0,4.9,14.0,350.0,169.0,230.0,1.5376,60.0,65.0,27.5,220.0,174.0,13.0,18.381666666666664,11.2,61.0,9.7,174.0,0.4328166666666667,75.0,180.0,62.5,28.0,9.17,185.0,250.0,day
2010-01-04,,0.2637895354827169,0.4574977374887323,0.7849314339611446,1.4472991679652214,5.323961480587247,11.041182029143748,8.8,170.0,13.0,8.0,8.0,165.0,250.0,170.0,220.0,160.0,145.0,312.5,67.0,12.0,30.0,7.0,168.0,300.0,9.5,75.0,280.0,4.9,14.0,350.0,169.0,230.0,1.53762,60.0,65.0,27.5,220.0,173.0,13.0,18.455,11.0,60.0,9.7,174.0,0.43438,75.0,180.0,62.5,20.0,9.17,185.0,250.0,day
2010-01-05,,0.2637895354827169,0.4574977374887323,0.7849314339611446,1.4472991679652214,5.323961480587247,11.041182029143748,8.8,175.0,13.0,8.0,8.0,165.0,250.0,175.0,220.0,160.0,145.0,312.5,67.0,12.0,30.0,7.0,168.0,300.0,9.5,75.0,280.0,4.9,14.0,350.0,169.0,230.0,1.53764,60.0,65.0,27.5,220.0,160.0,13.0,18.415,11.0,60.0,9.7,174.0,0.4275,75.0,180.0,62.5,22.5,9.17,185.0,250.0,day
2010-01-06,,0.2637895354827169,0.4574977374887323,0.7849314339611446,1.4472991679652214,5.323961480587247,11.041182029143748,8.8,170.0,13.0,8.0,8.0,165.0,250.0,170.0,220.0,165.0,145.0,312.5,67.0,12.0,30.0,7.0,168.0,300.0,8.12,75.0,280.0,4.9,14.0,350.0,169.0,230.0,1.53766,60.0,65.0,27.5,220.0,173.0,13.0,17.735,11.0,60.0,9.7,174.0,0.42563,75.0,180.0,62.5,20.0,9.17,185.0,250.0,day
2010-01-07,,0.2637895354827169,0.4574977374887323,0.7849314339611446,1.4472991679652214,5.323961480587247,11.041182029143748,8.8,168.0,13.0,8.0,8.0,165.0,250.0,165.0,220.0,165.0,145.0,312.5,67.0,12.0,30.0,7.0,168.0,300.0,8.12,75.0,280.0,4.9,14.0,350.0,169.0,230.0,1.53768,60.0,65.0,27.5,220.0,173.0,13.0,17.745,10.6,60.0,9.7,174.0,0.4175,75.0,180.0,62.5,25.0,9.17,185.0,250.0,day
2010-01-08,,0.2637895354827169,0.4574977374887323,0.7849314339611446,1.4472991679652214,5.323961480587247,11.041182029143748,8.8,168.0,13.0,8.0,8.0,165.0,250.0,165.0,220.0,165.0,145.0,312.5,67.0,12.0,30.0,7.0,168.0,300.0,8.12,75.0,280.0,4.9,14.0,350.0,169.0,230.0,1.5377,60.0,65.0,27.5,220.0,173.0,13.0,17.845,10.6,60.0,8.7,174.0,0.42,75.0,180.0,62.5,25.0,9.17,185.0,250.0,day
2010-01-09,,0.2637895354827169,0.4574977374887323,0.7849314339611446,1.4472991679652214,5.323961480587247,11.041182029143748,8.8,170.0,13.0,8.0,8.0,165.0,250.0,165.0,220.0,170.0,145.0,312.5,67.0,12.0,30.0,7.0,168.0,300.0,8.12,75.0,280.0,4.9,14.0,350.0,169.0,230.0,1.53772,60.0,65.0,27.5,220.0,173.0,13.0,17.92833333333333,9.6,60.0,8.7,174.0,0.4145833333333333,75.0,170.0,62.5,36.16,9.17,185.0,250.0,day
2010-01-10,,0.2637895354827169,0.4574977374887323,0.7849314339611446,1.4472991679652214,5.323961480587247,11.041182029143748,8.8,170.0,13.0,8.0,8.0,165.0,250.0,165.0,220.0,170.0,145.0,312.5,67.0,12.0,30.0,7.0,168.0,300.0,8.12,75.0,280.0,4.9,14.0,350.0,169.0,230.0,1.53774,60.0,65.0,27.5,220.0,173.0,13.0,18.011666666666667,9.6,60.0,8.7,174.0,0.4091666666666667,75.0,170.0,62.5,36.16,9.17,185.0,250.0,day
2010-01-11,,0.2637895354827169,0.4574977374887323,0.7849314339611446,1.4472991679652214,5.323961480587247,11.041182029143748,8.8,170.0,13.0,8.0,8.0,165.0,250.0,165.0,220.0,170.0,145.0,312.5,67.0,12.0,30.0,7.0,168.0,300.0,8.12,75.0,280.0,4.9,14.0,350.0,169.0,230.0,1.53775,60.0,65.0,27.5,220.0,173.0,13.0,18.095,8.9,60.0,8.7,174.0,0.40375,75.0,170.0,62.5,36.16,9.17,185.0,250.0,day
2010-01-12,,0.2637895354827169,0.4574977374887323,0.7849314339611446,1.4472991679652214,5.323961480587247,11.041182029143748,8.8,170.0,13.0,8.0,8.0,165.0,250.0,165.0,220.0,170.0,145.0,312.5,67.0,12.0,30.0,7.0,168.0,300.0,8.12,75.0,280.0,4.9,14.0,350.0,169.0,230.0,1.53776,60.0,65.0,27.5,220.0,173.0,13.0,17.985,8.9,64.0,8.7,174.0,0.4,75.0,170.0,62.5,36.16,9.17,185.0,250.0,day
2010-01-13,,0.2637895354827169,0.4574977374887323,0.7849314339611446,1.4472991679652214,5.323961480587247,11.041182029143748,8.8,170.0,13.0,8.0,8.0,165.0,250.0,165.0,220.0,170.0,145.0,312.5,67.0,12.0,30.0,7.0,168.0,300.0,8.12,75.0,280.0,4.9,14.0,350.0,169.0,230.0,1.53777,60.0,65.0,27.5,220.0,172.0,12.2,18.33,8.9,64.0,8.7,174.0,0.4,75.0,170.0,62.5,36.16,9.17,185.0,250.0,day
2010-01-14,,0.2637895354827169,0.4574977374887323,0.7849314339611446,1.4472991679652214,5.323961480587247,11.041182029143748,8.8,170.0,13.0,8.0,8.0,165.0,250.0,165.0,220.0,170.0,155.0,312.5,67.0,12.0,30.0,7.0,168.0,300.0,8.12,75.0,280.0,4.9,14.0,350.0,169.0,230.0,1.53778,60.0,65.0,27.5,220.0,172.0,12.2,18.295,8.8,64.0,8.7,174.0,0.39875,75.0,170.0,62.5,40.18,9.17,185.0,250.0,day
2010-01-15,,0.2637895354827169,0.4574977374887323,0.7849314339611446,1.4472991679652214,5.323961480587247,11.041182029143748,8.8,170.0,13.0,8.0,8.0,165.0,250.0,168.0,220.0,170.0,155.0,312.5,67.0,12.0,30.0,7.0,168.0,300.0,8.12,75.0,280.0,4.9,14.0,350.0,169.0,230.0,1.53779,60.0,65.0,27.5,220.0,172.0,12.2,18.175,8.8,64.0,8.7,174.0,0.3925,75.0,170.0,62.5,40.18,9.17,185.0,250.0,day
2010-01-16,,0.2637895354827169,0.4574977374887323,0.7849314339611446,1.4472991679652214,5.323961480587247,11.041182029143748,8.8,170.0,13.0,8.0,8.0,165.0,250.0,168.0,220.0,170.0,155.0,312.5,67.0,12.0,30.0,7.0,172.0,300.0,8.12,75.0,280.0,4.9,14.0,350.0,169.0,230.0,1.5378,60.0,65.0,27.5,220.0,173.0,12.2,18.145,8.8,64.0,8.7,174.0,0.3916666666666666,75.0,170.0,62.5,40.18,9.17,185.0,250.0,day
2010-01-17,,0.2637895354827169,0.4574977374887323,0.7849314339611446,1.4472991679652214,5.323961480587247,11.041182029143748,8.8,170.0,13.0,8.0,8.0,165.0,250.0,168.0,220.0,170.0,155.0,312.5,67.0,12.0,30.0,7.0,172.0,300.0,8.12,75.0,280.0,4.9,14.0,350.0,169.0,230.0,1.53781,60.0,65.0,27.5,220.0,173.0,12.2,18.115,8.8,64.0,8.7,174.0,0.3908333333333333,75.0,170.0,62.5,40.18,9.17,185.0,250.0,day
2010-01-18,,0.2637895354827169,0.4574977374887323,0.7849314339611446,1.4472991679652214,5.323961480587247,11.041182029143748,8.8,170.0,13.0,8.0,8.0,165.0,250.0,170.0,220.0,170.0,155.0,312.5,67.0,12.0,30.0,7.0,173.0,300.0,8.12,75.0,280.0,4.9,14.0,350.0,169.0,230.0,1.53782,60.0,65.0,27.5,220.0,172.0,12.2,18.085,8.8,70.0,8.9,174.0,0.39,75.0,170.0,62.5,60.0,9.17,185.0,250.0,day
2010-01-19,,0.2637895354827169,0.4574977374887323,0.7849314339611446,1.4472991679652214,5.323961480587247,11.041182029143748,8.8,170.0,13.0,8.0,8.0,165.0,250.0,170.0,220.0,180.0,165.0,312.5,67.0,12.0,30.0,7.0,168.0,300.0,8.12,75.0,280.0,4.9,14.0,350.0,169.0,230.0,1.53783,60.0,65.0,27.5,220.0,172.0,12.2,18.475,8.8,75.0,9.7,174.0,0.39063,75.0,170.0,62.5,40.0,9.17,185.0,250.0,day
2010-01-20,,0.2637895354827169,0.4574977374887323,0.7849314339611446,1.4472991679652214,5.323961480587247,11.041182029143748,8.8,175.0,13.0,8.0,8.0,165.0,250.0,170.0,220.0,180.0,165.0,312.5,70.0,12.0,30.0,7.0,175.0,300.0,8.12,75.0,280.0,4.9,14.0,350.0,169.0,230.0,1.53784,60.0,65.0,27.5,220.0,172.0,12.2,18.64,8.8,75.0,9.7,174.0,0.39,75.0,170.0,62.5,40.18,9.17,185.0,250.0,day
2010-01-21,,0.2637895354827169,0.4574977374887323,0.7849314339611446,1.4472991679652214,5.323961480587247,11.041182029143748,8.8,175.0,12.5,8.0,8.0,165.0,250.0,170.0,220.0,180.0,165.0,312.5,70.0,12.0,30.0,7.0,175.0,300.0,8.12,75.0,280.0,4.9,14.0,350.0,169.0,230.0,1.53785,60.0,65.0,27.5,220.0,172.0,12.2,18.150454545454544,8.8,75.0,9.7,174.0,0.39031,75.0,170.0,62.5,40.18,9.17,185.0,250.0,day
2010-01-22,,0.2637895354827169,0.4574977374887323,0.7849314339611446,1.4472991679652214,5.323961480587247,11.041182029143748,8.8,178.0,12.5,8.0,8.0,165.0,250.0,170.0,220.0,180.0,165.0,312.5,70.0,12.0,30.0,7.0,178.0,300.0,8.12,75.0,280.0,4.9,14.0,350.0,169.0,230.0,1.53786,60.0,65.0,27.5,220.0,172.0,12.2,18.795,9.2,75.0,9.7,174.0,0.38469,75.0,170.0,62.5,56.25,9.17,185.0,250.0,day
2010-01-23,,0.2637895354827169,0.4574977374887323,0.7849314339611446,1.4472991679652214,5.323961480587247,11.041182029143748,8.8,179.0,12.5,8.0,8.0,165.0,250.0,170.0,220.0,180.0,165.0,312.5,70.0,11.9,30.0,7.0,179.0,300.0,8.12,75.0,280.0,4.9,14.0,350.0,169.0,230.0,1.53787,60.0,65.0,27.5,220.0,172.0,11.9,18.48333333333333,9.2,75.0,9.7,174.0,0.3850033333333333,75.0,175.0,62.5,72.32,9.17,185.0,250.0,day
2010-01-24,,0.2637895354827169,0.4574977374887323,0.7849314339611446,1.4472991679652214,5.323961480587247,11.041182029143748,8.8,179.0,12.5,8.0,8.0,165.0,250.0,170.0,220.0,180.0,165.0,312.5,70.0,11.9,30.0,7.0,179.0,300.0,8.12,75.0,280.0,4.9,14.0,350.0,169.0,230.0,1.53788,60.0,65.0,27.5,220.0,172.0,11.9,18.171666666666667,9.2,75.0,9.7,174.0,0.3853166666666666,75.0,175.0,62.5,72.32,9.17,185.0,250.0,day
2010-01-25,,0.2637895354827169,0.4574977374887323,0.7849314339611446,1.4472991679652214,5.323961480587247,11.041182029143748,8.8,180.0,12.5,8.0,8.0,165.0,250.0,175.0,220.0,180.0,165.0,312.5,65.0,11.9,30.0,7.0,180.0,300.0,8.12,75.0,280.0,4.9,14.0,350.0,169.0,230.0,1.53789,60.0,65.0,27.5,220.0,172.0,11.9,17.86,9.4,75.0,9.7,174.0,0.38563,75.0,175.0,62.5,72.32,9.17,185.0,250.0,day
2010-01-26,,0.2637895354827169,0.4574977374887323,0.7849314339611446,1.4472991679652214,5.323961480587247,11.041182029143748,8.8,180.0,12.5,8.0,8.0,165.0,250.0,175.0,220.0,180.0,165.0,312.5,65.0,11.9,30.0,7.0,180.0,300.0,8.12,75.0,280.0,4.9,14.0,350.0,169.0,230.0,1.5379,60.0,65.0,27.5,220.0,172.0,11.9,17.475,9.4,75.0,9.7,174.0,0.3825,75.0,175.0,62.5,72.32,9.17,185.0,250.0,day
2010-01-27,,0.2637895354827169,0.4574977374887323,0.7849314339611446,1.4472991679652214,5.323961480587247,11.041182029143748,8.8,180.0,12.5,8.0,8.0,165.0,250.0,175.0,220.0,180.0,165.0,312.5,65.0,11.8,30.0,7.0,180.0,300.0,8.12,75.0,280.0,4.9,14.0,350.0,169.0,230.0,1.53791,60.0,65.0,27.5,220.0,173.0,11.8,17.7,9.4,75.0,9.9,174.0,0.38344,75.0,175.0,62.5,64.29,9.17,185.0,250.0,day
2010-01-28,,0.2637895354827169,0.4574977374887323,0.7849314339611446,1.4472991679652214,5.323961480587247,11.041182029143748,8.8,180.0,12.5,8.0,8.0,165.0,250.0,175.0,220.0,180.0,165.0,312.5,65.0,11.8,30.0,7.0,180.0,300.0,8.12,75.0,280.0,4.9,14.0,350.0,169.0,230.0,1.53792,60.0,65.0,27.5,220.0,173.0,11.8,18.36,9.4,75.0,9.9,174.0,0.38563,75.0,175.0,62.5,64.29,9.17,185.0,250.0,day
2010-01-29,,0.2637895354827169,0.4574977374887323,0.7849314339611446,1.4472991679652214,5.323961480587247,11.041182029143748,8.8,178.0,12.5,8.0,8.0,165.0,250.0,175.0,220.0,180.0,165.0,312.5,65.0,11.8,30.0,7.0,178.0,300.0,8.12,75.0,280.0,4.9,14.0,350.0,169.0,230.0,1.53793,60.0,65.0,27.5,220.0,173.0,11.8,18.52,9.4,75.0,10.12,174.0,0.38438,75.0,175.0,62.5,64.29,9.17,185.0,250.0,day
2010-01-30,,0.2637895354827169,0.4574977374887323,0.7849314339611446,1.4472991679652214,5.323961480587247,11.041182029143748,8.8,180.0,12.5,8.0,8.0,165.0,255.43,175.0,220.0,188.0,165.0,312.5,65.0,11.8,30.0,7.0,179.0,300.0,8.12,75.0,280.0,4.9,14.0,350.0,169.0,230.0,1.53794,60.0,65.0,27.5,220.0,172.0,11.8,18.781666666666663,9.4,75.0,11.7,174.0,0.38417,75.0,180.0,62.5,56.25,9.17,185.0,250.0,day
2010-01-31,0.0744717144483875,0.2637895354827169,0.4574977374887323,0.7849314339611446,1.4472991679652214,5.323961480587247,11.041182029143748,8.829032258064517,173.29032258064515,12.82258064516129,8.0,8.0,165.0,250.3503225806452,169.32258064516128,220.0,172.61290322580646,155.0,312.5,67.03225806451613,11.95483870967742,30.0,7.0,172.5806451612903,300.0,8.329677419354837,75.0,280.0,4.887096774193548,14.0,350.0,169.0,230.0,1.5377854838709677,60.0,65.0,27.5,220.0,171.7741935483871,12.406451612903227,18.21743401759531,9.596774193548388,67.51612903225806,9.494193548387097,174.0,0.4008283870967742,75.0,174.03225806451613,62.5,44.303870967741936,9.17,185.0,250.0,month
2010-01-31,,0.0744717144483875,0.2637895354827169,0.4574977374887323,1.417620114078888,3.2001276381653065,8.128586408552497,8.8,180.0,12.5,8.0,8.0,165.0,255.43,175.0,220.0,188.0,165.0,312.5,65.0,11.8,30.0,7.0,179.0,300.0,8.12,75.0,280.0,4.9,14.0,350.0,169.0,230.0,1.53795,60.0,65.0,27.5,220.0,172.0,11.8,19.043333333333333,9.4,75.0,11.7,174.0,0.3839599999999999,75.0,180.0,62.5,56.25,9.17,185.0,250.0,day
2010-02-01,,0.0744717144483875,0.2637895354827169,0.4574977374887323,1.417620114078888,3.2001276381653065,8.128586408552497,8.8,180.0,12.5,8.0,8.0,165.0,255.43,175.0,220.0,188.0,165.0,312.5,65.0,11.8,30.0,7.0,179.0,300.0,8.12,75.0,280.0,4.9,14.0,350.0,169.0,230.0,1.53796,60.0,65.0,27.5,220.0,172.0,11.8,19.305,9.4,75.0,10.12,174.0,0.38375,75.0,180.0,62.5,72.32,9.17,185.0,250.0,day
2010-02-02,,0.0744717144483875,0.2637895354827169,0.4574977374887323,1.417620114078888,3.2001276381653065,8.128586408552497,8.8,180.0,12.5,8.0,8.0,160.0,255.43,175.0,220.0,188.0,165.0,312.5,65.0,11.8,30.0,7.0,180.0,300.0,8.12,75.0,280.0,4.9,14.0,350.0,169.0,230.0,1.53797,60.0,65.0,27.5,220.0,173.0,11.8,19.5363,9.4,75.0,10.12,174.0,0.38375,75.0,180.0,62.5,64.29,9.17,185.0,250.0,day
2010-02-03,,0.0744717144483875,0.2637895354827169,0.4574977374887323,1.417620114078888,3.2001276381653065,8.128586408552497,8.8,180.0,12.5,8.0,8.0,165.0,255.43,175.0,220.0,188.0,165.0,312.5,65.0,11.8,30.0,7.0,178.0,300.0,8.12,75.0,280.0,4.9,14.0,350.0,169.0,230.0,1.53798,60.0,65.0,27.5,220.0,173.0,11.8,19.425,9.6,75.0,10.12,174.0,0.38375,75.0,180.0,62.5,64.29,9.17,185.0,250.0,day
2010-02-04,,0.0744717144483875,0.2637895354827169,0.4574977374887323,1.417620114078888,3.2001276381653065,8.128586408552497,8.8,180.0,12.5,8.0,8.0,165.0,229.89,170.0,220.0,188.0,165.0,312.5,65.0,11.8,30.0,7.0,180.0,300.0,8.12,75.0,280.0,4.9,14.0,350.0,169.0,230.0,1.53799,60.0,65.0,27.5,220.0,173.0,11.8,19.34,9.8,75.0,10.12,174.0,0.385,75.0,180.0,62.5,64.29,9.17,185.0,250.0,day
2010-02-05,,0.0744717144483875,0.2637895354827169,0.4574977374887323,1.417620114078888,3.2001276381653065,8.128586408552497,8.8,182.0,12.5,8.0,8.0,165.0,229.89,180.0,220.0,188.0,165.0,312.5,65.0,11.8,30.0,7.0,182.0,300.0,8.12,75.0,280.0,4.9,14.0,350.0,169.0,230.0,1.538,60.0,65.0,27.5,220.0,173.0,11.8,18.905,10.2,75.0,10.12,174.0,0.385,75.0,180.0,62.5,88.39,9.17,185.0,250.0,day
2010-02-06,,0.0744717144483875,0.2637895354827169,0.4574977374887323,1.417620114078888,3.2001276381653065,8.128586408552497,8.8,181.0,12.5,8.0,8.0,165.0,229.89,180.0,220.0,180.0,165.0,312.5,65.0,11.8,30.0,7.0,181.0,300.0,8.12,75.0,280.0,4.9,14.0,350.0,169.0,230.0,1.53801,60.0,65.0,27.5,220.0,173.0,11.8,18.953333333333333,10.4,75.0,10.12,174.0,0.3854166666666667,75.0,185.0,62.5,88.39,9.17,185.0,250.0,day
2010-02-07,,0.0744717144483875,0.2637895354827169,0.4574977374887323,1.417620114078888,3.2001276381653065,8.128586408552497,8.8,181.0,12.5,8.0,8.0,165.0,229.89,180.0,220.0,180.0,165.0,312.5,65.0,11.8,30.0,7.0,181.0,300.0,8.12,75.0,280.0,4.9,14.0,350.0,169.0,230.0,1.53802,60.0,65.0,27.5,220.0,173.0,11.8,19.00166666666667,10.4,75.0,10.12,174.0,0.3858333333333333,75.0,185.0,62.5,88.39,9.17,185.0,250.0,day
2010-02-08,,0.0744717144483875,0.2637895354827169,0.4574977374887323,1.417620114078888,3.2001276381653065,8.128586408552497,8.8,180.0,12.5,8.0,8.0,165.0,229.89,180.0,220.0,180.0,165.0,312.5,65.0,11.8,30.0,7.0,180.0,300.0,8.12,75.0,280.0,4.9,14.0,350.0,169.0,230.0,1.53803,60.0,65.0,27.5,220.0,173.0,11.8,19.05,10.7,75.0,10.12,174.0,0.38625,75.0,185.0,62.5,76.34,9.17,185.0,250.0,day
2010-02-09,,0.0744717144483875,0.2637895354827169,0.4574977374887323,1.417620114078888,3.2001276381653065,8.128586408552497,8.8,180.0,12.5,8.0,8.0,165.0,250.0,180.0,220.0,180.0,165.0,312.5,65.0,11.8,30.0,7.0,178.0,300.0,8.12,75.0,280.0,4.9,14.0,350.0,169.0,230.0,1.53804,60.0,65.0,27.5,220.0,173.0,11.8,18.225,11.2,75.0,10.12,174.0,0.38875,75.0,185.0,62.5,56.25,9.17,185.0,250.0,day
2010-02-10,,0.0744717144483875,0.2637895354827169,0.4574977374887323,1.417620114078888,3.2001276381653065,8.128586408552497,8.8,182.0,12.5,8.0,8.0,170.0,250.0,180.0,220.0,180.0,165.0,312.5,65.0,11.8,30.0,7.0,182.0,300.0,8.12,75.0,280.0,4.9,14.0,350.0,169.0,230.0,1.53805,60.0,65.0,27.5,220.0,173.0,11.8,17.655,11.2,75.0,11.7,174.0,0.38875,75.0,185.0,62.5,48.21,9.17,185.0,250.0,day
2010-02-11,,0.0744717144483875,0.2637895354827169,0.4574977374887323,1.417620114078888,3.2001276381653065,8.128586408552497,8.8,182.0,12.5,8.0,8.0,170.0,250.0,180.0,220.0,180.0,165.0,312.5,65.0,11.8,30.0,7.0,182.0,300.0,8.12,75.0,280.0,4.9,14.0,350.0,169.0,230.0,1.53805,60.0,65.0,27.5,220.0,173.0,11.8,17.655,11.5,75.0,11.7,174.0,0.39,75.0,185.0,62.5,48.21,9.17,185.0,250.0,day
2010-02-12,,0.0744717144483875,0.2637895354827169,0.4574977374887323,1.417620114078888,3.2001276381653065,8.128586408552497,8.8,182.0,12.5,8.0,8.0,170.0,250.0,180.0,220.0,180.0,165.0,312.5,65.0,11.8,30.0,7.0,182.0,300.0,8.12,75.0,280.0,4.9,14.0,350.0,169.0,230.0,1.53805,60.0,65.0,27.5,220.0,173.0,11.8,17.905,11.5,75.0,11.12,174.0,0.38813,75.0,185.0,62.5,36.16,9.17,185.0,250.0,day
2010-02-13,,0.0744717144483875,0.2637895354827169,0.4574977374887323,1.417620114078888,3.2001276381653065,8.128586408552497,8.8,185.0,12.5,8.0,8.0,160.0,250.0,183.0,220.0,190.0,165.0,312.5,65.0,12.0,30.0,7.0,183.0,300.0,8.12,75.0,280.0,4.9,14.0,350.0,169.0,230.0,1.53805,60.0,65.0,27.5,220.0,173.0,11.8,17.918333333333333,11.4,75.0,11.12,174.0,0.38813,75.0,185.0,62.5,40.18,9.17,185.0,250.0,day
2010-02-14,,0.0744717144483875,0.2637895354827169,0.4574977374887323,1.417620114078888,3.2001276381653065,8.128586408552497,8.8,185.0,12.5,8.0,8.0,160.0,250.0,183.0,220.0,190.0,165.0,312.5,65.0,12.0,30.0,7.0,183.0,300.0,8.12,75.0,280.0,4.9,14.0,350.0,169.0,230.0,1.53805,60.0,65.0,27.5,220.0,173.0,11.8,17.93166666666667,11.4,75.0,11.12,174.0,0.38813,75.0,185.0,62.5,40.18,9.17,185.0,250.0,day
2010-02-15,,0.0744717144483875,0.2637895354827169,0.4574977374887323,1.417620114078888,3.2001276381653065,8.128586408552497,8.8,185.0,12.5,8.0,8.0,150.0,250.0,183.0,220.0,190.0,165.0,312.5,70.0,12.0,30.0,7.0,185.0,300.0,8.12,75.0,280.0,4.9,14.0,350.0,169.0,230.0,1.53805,60.0,65.0,27.5,220.0,173.0,11.8,17.945,11.3,75.0,11.12,174.0,0.38813,75.0,185.0,62.5,40.18,9.17,185.0,250.0,day
2010-02-16,,0.0744717144483875,0.2637895354827169,0.4574977374887323,1.417620114078888,3.2001276381653065,8.128586408552497,8.8,185.0,12.5,8.0,8.0,150.0,250.0,183.0,220.0,190.0,165.0,312.5,70.0,12.0,30.0,7.0,185.0,300.0,8.12,75.0,280.0,4.9,14.0,350.0,169.0,230.0,1.53805,60.0,65.0,27.5,220.0,173.0,11.8,18.065,11.3,75.0,11.9,174.0,0.38813,75.0,185.0,62.5,48.0,9.17,185.0,250.0,day
2010-02-17,,0.0744717144483875,0.2637895354827169,0.4574977374887323,1.417620114078888,3.2001276381653065,8.128586408552497,8.8,185.0,13.0,8.0,8.0,150.0,250.0,184.0,220.0,190.0,165.0,312.5,70.0,12.0,30.0,7.0,184.0,300.0,8.12,75.0,280.0,4.9,14.0,350.0,169.0,230.0,1.53805,60.0,65.0,27.5,220.0,173.0,11.8,18.515,11.3,75.0,11.9,174.0,0.385,75.0,185.0,62.5,48.0,9.17,185.0,250.0,day
2010-02-18,,0.0744717144483875,0.2637895354827169,0.4574977374887323,1.417620114078888,3.2001276381653065,8.128586408552497,8.8,185.0,13.0,8.0,8.0,150.0,250.0,184.0,220.0,190.0,165.0,312.5,70.0,12.0,30.0,7.0,184.0,300.0,8.12,75.0,280.0,4.9,14.0,350.0,169.0,230.0,1.53805,60.0,65.0,27.5,220.0,173.0,11.8,18.39,11.3,80.0,11.9,174.0,0.38438,75.0,185.0,62.5,48.21,9.17,185.0,250.0,day
2010-02-19,,0.0744717144483875,0.2637895354827169,0.4574977374887323,1.417620114078888,3.2001276381653065,8.128586408552497,8.8,185.0,13.0,8.0,8.0,150.0,250.0,184.0,220.0,190.0,165.0,312.5,70.0,12.0,30.0,7.0,185.0,300.0,8.12,75.0,280.0,4.9,14.0,350.0,169.0,230.0,1.53805,60.0,65.0,27.5,220.0,173.0,11.8,18.5625,11.3,80.0,11.9,174.0,0.39531,75.0,185.0,62.5,52.23,9.17,185.0,250.0,day
2010-02-20,,0.0744717144483875,0.2637895354827169,0.4574977374887323,1.417620114078888,3.2001276381653065,8.128586408552497,8.8,185.0,13.0,8.0,8.0,150.0,250.0,184.0,220.0,188.0,165.0,312.5,70.0,12.0,30.0,7.0,180.0,300.0,8.12,75.0,280.0,4.9,14.0,350.0,169.0,230.0,1.53805,60.0,65.0,27.5,220.0,173.0,11.8,18.520853968253967,11.1,80.0,11.9,174.0,0.3945833333333333,75.0,185.0,62.5,52.23,9.17,185.0,250.0,day
2010-02-21,,0.0744717144483875,0.2637895354827169,0.4574977374887323,1.417620114078888,3.2001276381653065,8.128586408552497,8.8,185.0,13.0,8.0,8.0,150.0,250.0,184.0,220.0,188.0,165.0,312.5,70.0,12.0,30.0,7.0,180.0,300.0,8.12,75.0,280.0,4.9,14.0,350.0,169.0,230.0,1.53805,60.0,65.0,27.5,220.0,173.0,11.8,18.479207936507933,11.1,80.0,11.9,174.0,0.3938566666666666,75.0,185.0,62.5,52.23,9.17,185.0,250.0,day
2010-02-22,,0.0744717144483875,0.2637895354827169,0.4574977374887323,1.417620114078888,3.2001276381653065,8.128586408552497,8.8,185.0,13.0,8.0,8.0,150.0,250.0,184.0,220.0,185.0,165.0,312.5,70.0,12.0,30.0,7.0,180.0,300.0,8.12,75.0,280.0,4.9,14.0,350.0,169.0,230.0,1.53805,60.0,65.0,27.5,220.0,172.0,11.8,18.4375619047619,11.1,80.0,11.9,174.0,0.39313,75.0,185.0,62.5,40.18,9.17,185.0,250.0,day
