,cpi,ridge,lasso,ada,gbr,rf,et,set,min,max,w_avg,w_avg_best
2010-01-01,,0.022974916026609282,0.8422561370017054,0.1871366138451513,0.6076187634456386,0.6056680958792563,0.38674741503783444,day,0.022974916026609282,0.8422561370017054,0.4343993350965435,0.40764642954039626
2010-01-02,,0.16918234497510687,0.8674823091218018,0.6855096529570615,0.5447259705390871,0.6482559984005536,0.4040116433712169,day,0.16918234497510687,0.8674823091218018,0.5396245961354987,0.4727116996724175
2010-01-03,,0.17141856917715126,0.8678093015739816,0.6855096529570615,0.5447259705390871,0.6482559984005536,0.4101220227563037,day,0.17141856917715126,0.8678093015739816,0.5412138601708055,0.47557921901130973
2010-01-04,,0.14402651975309722,0.875273799532752,0.6855096529570615,0.4571955908021547,0.6482559984005536,0.3525865745633282,day,0.14402651975309722,0.875273799532752,0.5126818077190265,0.4497931060978149
2010-01-05,,0.10239873201936556,0.8750954400133812,0.6987865028478554,0.6363873902454943,0.6514725304988213,0.3731185733908302,day,0.10239873201936556,0.8750954400133812,0.5397929231776514,0.4417835464637806
2010-01-06,,0.12471004587158419,0.8356778649940759,0.6855096529570615,0.2374387055314168,0.6424841993908444,0.33673654883191917,day,0.12471004587158419,0.8356778649940759,0.46240095014701965,0.4249897801260908
2010-01-07,,-0.04322027597341993,0.835722454873919,0.6855096529570615,0.1455384501403769,0.5971335647692079,0.3422864560564427,day,-0.04322027597341993,0.835722454873919,0.40968498196008585,0.3679248310042164
2010-01-08,,-0.15692768887413822,0.7895141744411265,0.6855096529570615,0.21846801167012603,0.6430781086094124,0.31853987920238663,day,-0.15692768887413822,0.7895141744411265,0.3930699138133914,0.3053191532441627
2010-01-09,,-0.16010296830350867,0.789885756773149,0.6779508916331078,0.14189989101946276,0.5853582352589642,0.2988645341505352,day,-0.16010296830350867,0.789885756773149,0.3676067715192962,0.29796122326213925
2010-01-10,,-0.1381673918424715,0.7902573391051719,0.6779508916331078,0.14189989101946276,0.5792153731231588,0.2988645341505352,day,-0.1381673918424715,0.7902573391051719,0.37110483999702676,0.30577275699235307
2010-01-11,,-0.18559777720149917,0.7912664293326368,0.0744717144483875,0.09898354619156303,0.5608760874005244,0.2475704739123893,day,-0.18559777720149917,0.7912664293326368,0.2542469512434448,0.27287710223838785
2010-01-12,,0.08349896609654639,0.7898883077647265,0.0744717144483875,0.1029787104990031,0.5603274745193356,0.23498748505303665,day,0.0744717144483875,0.7898883077647265,0.30460530679426984,0.3627001899458249
2010-01-13,,0.12627083175124154,0.8031219860732293,0.0744717144483875,0.18084788546751235,0.5497097132778527,0.23795717481786682,day,0.0744717144483875,0.8031219860732293,0.3270707377547217,0.3829689094662537
2010-01-14,,0.14272555286568078,0.8036034293892222,0.0744717144483875,0.19275523711585954,0.5600555963978594,0.2697067465200665,day,0.0744717144483875,0.8036034293892222,0.3393855549806739,0.39916699497998526
2010-01-15,,0.032093131834666444,0.8030683508311092,0.5365088464933887,0.26378171489572555,0.6077091383189831,0.2924310772544699,day,0.032093131834666444,0.8030683508311092,0.40813589870906125,0.3675579988396603
2010-01-16,,0.08967834319328016,0.8247700225551835,0.5365088464933887,0.2647459935232416,0.6091706760955928,0.214597109478364,day,0.08967834319328016,0.8247700225551835,0.4096424137844913,0.36963627664546045
2010-01-17,,0.09257698482787724,0.8246362529156555,0.5365088464933887,0.2647459935232416,0.6091706760955928,0.2207074888634507,day,0.09257698482787724,0.8246362529156555,0.4112771754958664,0.3725858877344347
2010-01-18,,0.20141754615383256,0.8369739446773381,0.0744717144483875,0.18413454691157513,0.5453159079724875,0.1927031021127309,day,0.0744717144483875,0.8369739446773381,0.33961153879210376,0.40570442810603446
2010-01-19,,0.05059227853450565,0.8299628719556646,0.0744717144483875,0.14831198523110303,0.5671479077205778,0.2119817783245706,day,0.05059227853450565,0.8299628719556646,0.30962205091503836,0.35677900383021255
2010-01-20,,0.07364064981253327,0.8905770993925226,0.0744717144483875,0.24685405438345245,0.5940263487344755,0.22014924631092797,day,0.07364064981253327,0.8905770993925226,0.3461819441377866,0.38725423177249535
2010-01-21,,0.10921537246699353,0.8991154061237037,0.0744717144483875,0.23041675035081283,0.5866096161969065,0.2133657733481464,day,0.0744717144483875,0.8991154061237037,0.34974214391041897,0.4003140731074703
2010-01-22,,0.047720729256490735,0.9179391660895391,0.0744717144483875,0.2716387415737083,0.5468139427865872,0.21400336557517868,day,0.047720729256490735,0.9179391660895391,0.3426281851585625,0.3850948302295824
2010-01-23,,0.04483949352141803,0.9123296582653326,0.6700413948856632,0.30792597207484235,0.5590217589301899,0.21581736685612132,day,0.04483949352141803,0.9123296582653326,0.4369297670667578,0.38284364594731923
2010-01-24,,0.04000652768585544,0.9109399403435678,0.6700413948856632,0.30792597207484235,0.5716408542085155,0.21581736685612132,day,0.04000652768585544,0.9109399403435678,0.4374474344242161,0.3806963824575493
2010-01-25,,0.028692742766571744,0.9264653447558411,0.5145648668582914,0.4550977274150228,0.5656858533427839,0.24338924765228157,day,0.028692742766571744,0.9264653447558411,0.4431639645200193,0.39070970246549364
2010-01-26,,0.28344233060587287,0.9366433621808494,0.5145648668582914,0.38552685599532377,0.5775272628741939,0.252249268225958,day,0.252249268225958,0.9366433621808494,0.48637474037348666,0.48620624068771107
2010-01-27,,0.34487071769850175,0.9480211228197808,0.7445034596003319,0.4624171993419802,0.6468849087538819,0.32053484053633047,day,0.32053484053633047,0.9480211228197808,0.5684788128392075,0.5335434018090709
2010-01-28,,0.30328373432257605,0.9503265469939586,0.6700413948856632,0.3451245731286744,0.6050625959281428,0.2830954893970491,day,0.2830954893970491,0.9503265469939586,0.5183568914149157,0.5076014020171379
2010-01-29,,0.22814019676224273,0.9485772284844338,0.6816503943055996,0.4518056682087965,0.6152474476100345,0.3526865820154248,day,0.22814019676224273,0.9485772284844338,0.536368553383691,0.5032021948515599
2010-01-30,,0.14432009240938903,1.0241597551756105,0.7445034596003319,0.7644036047031796,0.7040601652167967,0.4482926102329,day,0.14432009240938903,1.0241597551756105,0.6230388783035998,0.5293777919381306
2010-01-31,0.0744717144483875,0.4119490258712415,0.8739093262943198,0.7445034596003319,0.7644036047031796,0.7040274808798876,0.45440298961798675,day,0.4119490258712415,0.8739093262943198,0.6489968436092582,0.5762218967586494
