,cpi,ridge,lasso,ada,gbr,rf,et,set,min,max,w_avg,w_avg_best
2010-01-01,,-0.708331261311391,0.8832293268057398,0.0744717144483875,-0.11037675496387629,0.1373019263101892,0.4275700254107572,day,-0.708331261311391,0.8832293268057398,-0.06286640349270078,-0.26416936677778374
2010-01-02,,-0.6926334803528005,0.8832293268057398,0.1415494792271173,-0.11197194400686264,0.1253923260371366,0.4166254224537632,day,-0.6926334803528005,0.8832293268057398,-0.053454283879501185,-0.2597445298852402
2010-01-03,,-0.6903558489804742,0.8832293268057398,0.1415494792271173,-0.11197194400686264,0.12877388264545098,0.4166254224537632,day,-0.6903558489804742,0.8832293268057398,-0.05231300092075299,-0.25863976902180563
2010-01-04,,-0.8803190246968406,0.8829781804801171,0.0744717144483875,-0.24822771290549073,0.13726335249822605,0.40959472912296213,day,-0.8803190246968406,0.8829781804801171,-0.14509621296596753,-0.388217782297892
2010-01-05,,-0.9449761141293123,0.8829781804801171,0.0744717144483875,-0.24663252386250437,0.13703898425523106,0.41489537255228437,day,-0.9449761141293123,0.8829781804801171,-0.16473900331435018,-0.4178196688563235
2010-01-06,,-0.6622379651084613,0.8829781804801171,0.0744717144483875,-0.25429073460437623,0.15465403619379253,0.3731430028942111,day,-0.6622379651084613,0.8829781804801171,-0.08006582867152832,-0.2932565868098748
2010-01-07,,-0.637186205646747,0.8829781804801171,0.0744717144483875,-0.2659465502070175,0.1253145442526412,0.3639300963158138,day,-0.637186205646747,0.8829781804801171,-0.07913161968962998,-0.28648875338044716
2010-01-08,,-0.6558579214737681,0.8829781804801171,0.0744717144483875,-0.27568812665371406,0.15465403619379253,0.3615510058481253,day,-0.6558579214737681,0.8829781804801171,-0.08367104378824339,-0.29869720338079786
2010-01-09,,-0.5849347919112309,0.8829781804801171,0.19191265866982182,0.0454734897563736,0.2724868502126698,0.3866596762435461,day,-0.5849347919112309,0.8829781804801171,0.02715781349498192,-0.17389370985156036
2010-01-10,,-0.5821974647916268,0.8829781804801171,0.19191265866982182,0.0454734897563736,0.2724868502126698,0.3866596762435461,day,-0.5821974647916268,0.8829781804801171,0.028037635071270627,-0.17256597442040153
2010-01-11,,-0.5628112252684878,0.8829781804801171,0.19191265866982182,0.0454734897563736,0.2724868502126698,0.3866596762435461,day,-0.5628112252684878,0.8829781804801171,0.03426868860279948,-0.1631627149752803
2010-01-12,,-0.5729443335365185,0.8829781804801171,0.19191265866982182,0.0454734897563736,0.26991785333666096,0.3866596762435461,day,-0.5729443335365185,0.8829781804801171,0.030700858222954125,-0.16807776030503943
2010-01-13,,-0.5568248564844294,0.8829781804801171,0.19191265866982182,0.03729565824230222,0.25844627106840723,0.4004497895256435,day,-0.5568248564844294,0.8829781804801171,0.03538997491621315,-0.1589064743257227
2010-01-14,,-0.5070812147650954,0.8829781804801171,0.19191265866982182,0.047616565350786504,0.2513334255426944,0.42356702522830075,day,-0.5070812147650954,0.8829781804801171,0.05618703099139664,-0.12622275668131536
2010-01-15,,-0.5060709254165823,0.8829781804801171,0.19191265866982182,0.05927238095342778,0.2593147656113601,0.4211879347606123,day,-0.5060709254165823,0.8829781804801171,0.05909950936143667,-0.12328511086278514
2010-01-16,,-0.4830225913477304,0.8839827657826071,0.19191265866982182,0.057677191910441426,0.260559806422971,0.40141204865796326,day,-0.4830225913477304,0.8839827657826071,0.0631614461271827,-0.11753157349646656
2010-01-17,,-0.48396291302248295,0.8839827657826071,0.19191265866982182,0.057677191910441426,0.260559806422971,0.40141204865796326,day,-0.48396291302248295,0.8839827657826071,0.06285921140624846,-0.11798767477691427
2010-01-18,,-0.39308774725313933,0.8842339121082299,0.19191265866982182,0.19395491631107975,0.2546450342840963,0.3822068031908998,day,-0.39308774725313933,0.8842339121082299,0.11178497154318094,-0.04311106583438939
2010-01-19,,-0.47970940415397445,0.8829781804801171,0.19191265866982182,0.06637558090921311,0.2583784987213588,0.4509365821930497,day,-0.47970940415397445,0.8829781804801171,0.07368358426526034,-0.10110535581786534
2010-01-20,,-0.44843694841107107,0.8847362047594745,0.19191265866982182,0.06532350609150112,0.2739350169151887,0.4435986109227879,day,-0.44843694841107107,0.8847362047594745,0.08437639305086107,-0.08807048664087219
2010-01-21,,-0.471665343283028,0.8847362047594745,0.19191265866982182,0.06530048466428276,0.2784350433995507,0.44121952045509943,day,-0.471665343283028,0.8847362047594745,0.07705170620846727,-0.09994594560982731
